N-Apache,N-LLVM,N-X264,N-BDBC,N-BDBJ,N-SQL,2N-Apache,2N-LLVM,2N-X264,2N-BDBC,2N-BDBJ,2N-SQL,3N-Apache,3N-LLVM,3N-X264,3N-BDBC,3N-BDBJ,3N-SQL,I2-Apache,I2-LLVM,I2-X264,I2-BDBC,I2-BDBJ,I2-SQL
,,,1.2767,,,,,,0.4119,,,,,,0.0248,,,,,,0.0002,,
,,,0.3229,,,,,,6.1186,,,,,,0.0238,,,,,,0.0307,,
,,,1.5545,,,,,,1.1893,,,,,,0.2876,,,,,,0.0082,,
,,,0.3204,,,,,,10.2287,,,,,,0.3088,,,,,,0.0008,,
,,,0.3469,,,,,,1.1963,,,,,,0.0951,,,,,,0.009,,
,,,1.803,,,,,,0.1131,,,,,,0.243,,,,,,0.0022,,
,,,0.3259,,,,,,0.0136,,,,,,2.5259,,,,,,0.2869,,
,,,0.3204,,,,,,0.037,,,,,,0.0205,,,,,,0.0023,,
,,,0.1306,,,,,,0.2063,,,,,,0.1031,,,,,,0.4876,,
,,,0.3477,,,,,,0.4044,,,,,,0.109,,,,,,0.1891,,
,,,0.5601,,,,,,0.0185,,,,,,0.3004,,,,,,0.0199,,
,,,0.4332,,,,,,2.1584,,,,,,0.0051,,,,,,0.0006,,
,,,0.0002,,,,,,0.3124,,,,,,0.3353,,,,,,0.0066,,
,,,0.2788,,,,,,0.8354,,,,,,1.0786,,,,,,0.0575,,
,,,0.0978,,,,,,0.0318,,,,,,1.6547,,,,,,0.019,,
,,,0.3958,,,,,,2.278,,,,,,0.0047,,,,,,0.0031,,
,,,0.5909,,,,,,0.0241,,,,,,0.3381,,,,,,0.0219,,
,,,0.0017,,,,,,3.437,,,,,,0.0066,,,,,,0.01,,
,,,1.2111,,,,,,0.9398,,,,,,1.1159,,,,,,0.2149,,
,,,0.3018,,,,,,10.4362,,,,,,0.006,,,,,,0.1564,,
,,,0.7787,,,,,,0.0284,,,,,,0.3664,,,,,,0.0306,,
,,,0.3215,,,,,,0.9455,,,,,,0.0033,,,,,,0.017,,
,,,3.4183,,,,,,0.0256,,,,,,0.3736,,,,,,0.0591,,
,,,0.0045,,,,,,0.42,,,,,,0.574,,,,,,0.2968,,
,,,0.3194,,,,,,0.0261,,,,,,0.3373,,,,,,0.0326,,
,,,0.5115,,,,,,0.0162,,,,,,0.692,,,,,,0.1549,,
,,,0.3424,,,,,,0.0867,,,,,,0.1649,,,,,,0.2847,,
,,,0.0033,,,,,,0.0772,,,,,,0.3181,,,,,,0.08,,
,,,1.2555,,,,,,0.8357,,,,,,0.0121,,,,,,0.0046,,
,,,0.3458,,,,,,6.086,,,,,,0.0038,,,,,,0.0112,,
,,,0.5892,,,,,,0.3299,,,,,,0.3618,,,,,,0.4992,,
,,,0.3767,,,,,,0.4039,,,,,,1.081,,,,,,0.0726,,
,,,3.4009,,,,,,0.2418,,,,,,0.0375,,,,,,0.0002,,
,,,1.5066,,,,,,0.0336,,,,,,0.0149,,,,,,0.0208,,
,,,1.4752,,,,,,0.0319,,,,,,0.3298,,,,,,0.2846,,
,,,0.3179,,,,,,1.1648,,,,,,0.0369,,,,,,0.0019,,
,,,0.0435,,,,,,0.8359,,,,,,1.5579,,,,,,0.0003,,
,,,0.2781,,,,,,0.402,,,,,,0.2955,,,,,,0.015,,
,,,0.3236,,,,,,0.0736,,,,,,0.3479,,,,,,0.0029,,
,,,1.5186,,,,,,2.1657,,,,,,0.2589,,,,,,0.0189,,
,,,0.1213,,,,,,0.4118,,,,,,0.054,,,,,,0.0089,,
,,,1.474,,,,,,2.0809,,,,,,0.3901,,,,,,0.0091,,
,,,0.1569,,,,,,0.8303,,,,,,0.0248,,,,,,0.0654,,
,,,3.5061,,,,,,0.1754,,,,,,1.0974,,,,,,0.0005,,
,,,0.3457,,,,,,0.1695,,,,,,0.7357,,,,,,0.1979,,
,,,1.5138,,,,,,2.1523,,,,,,0.2348,,,,,,0.1584,,
,,,0.1747,,,,,,0.4543,,,,,,0.0809,,,,,,0.0378,,
,,,0.5098,,,,,,0.0328,,,,,,0.005,,,,,,0.0374,,
,,,0.2776,,,,,,6.0781,,,,,,0.0216,,,,,,0.0114,,
,,,0.3469,,,,,,0.8355,,,,,,0.0034,,,,,,0.0715,,
,,,0.303,,,,,,0.382,,,,,,1.0711,,,,,,0.0005,,
,,,0.3208,,,,,,0.0355,,,,,,1.1364,,,,,,0.034,,
,,,5.9536,,,,,,0.381,,,,,,0.5857,,,,,,0.0131,,
,,,0.0239,,,,,,0.0169,,,,,,0.0256,,,,,,0.0021,,
,,,0.7904,,,,,,3.2688,,,,,,0.0042,,,,,,0.0258,,
,,,0.3974,,,,,,1.1209,,,,,,0.0365,,,,,,0.0023,,
,,,0.0013,,,,,,0.075,,,,,,0.0881,,,,,,0.0668,,
,,,0.2786,,,,,,0.9735,,,,,,0.0254,,,,,,0.0438,,
,,,0.514,,,,,,0.683,,,,,,0.0412,,,,,,0.0218,,
,,,1.4899,,,,,,0.6468,,,,,,0.0235,,,,,,0.0007,,
,,,1.2228,,,,,,0.1743,,,,,,0.0853,,,,,,0.0139,,
,,,0.345,,,,,,0.0763,,,,,,0.3377,,,,,,0.0004,,
,,,0.437,,,,,,2.2329,,,,,,0.5782,,,,,,0.0033,,
,,,0.0992,,,,,,0.0764,,,,,,0.3834,,,,,,0.0751,,
,,,0.6588,,,,,,0.3838,,,,,,0.0387,,,,,,0.0007,,
,,,0.3438,,,,,,0.0734,,,,,,0.1707,,,,,,0.0238,,
,,,1.4739,,,,,,0.4705,,,,,,0.2299,,,,,,0.0162,,
,,,1.3989,,,,,,0.0134,,,,,,0.2807,,,,,,0.0588,,
,,,0.1316,,,,,,0.4649,,,,,,0.0061,,,,,,0.013,,
,,,0.4143,,,,,,0.035,,,,,,0.1637,,,,,,0.0253,,
,,,2.3565,,,,,,0.0085,,,,,,0.2933,,,,,,0.0636,,
,,,0.4312,,,,,,0.2387,,,,,,0.3368,,,,,,0.3779,,
,,,0.0018,,,,,,0.637,,,,,,0.3674,,,,,,0.0185,,
,,,0.3225,,,,,,0.6427,,,,,,1.5341,,,,,,0.0581,,
,,,1.2115,,,,,,0.0317,,,,,,0.3341,,,,,,0.0034,,
,,,1.2161,,,,,,0.4039,,,,,,0.1097,,,,,,0.0163,,
,,,1.0605,,,,,,1.1669,,,,,,0.006,,,,,,0.3071,,
,,,1.4292,,,,,,0.0337,,,,,,0.027,,,,,,0.0165,,
,,,1.2107,,,,,,0.3885,,,,,,0.5854,,,,,,0.0108,,
,,,0.6562,,,,,,0.9551,,,,,,0.1982,,,,,,0.0007,,
,,,0.6332,,,,,,0.0297,,,,,,0.0053,,,,,,0.0007,,
,,,0.3168,,,,,,0.2603,,,,,,0.6991,,,,,,0.0104,,
,,,3.4004,,,,,,0.2177,,,,,,0.0125,,,,,,0.0543,,
,,,0.3244,,,,,,3.4347,,,,,,0.3066,,,,,,0.0022,,
,,,1.2262,,,,,,0.7692,,,,,,0.3365,,,,,,0.0024,,
,,,0.587,,,,,,1.6379,,,,,,0.0136,,,,,,0.0102,,
,,,0.5209,,,,,,0.0733,,,,,,0.0068,,,,,,0.0082,,
,,,1.0343,,,,,,0.1655,,,,,,0.1079,,,,,,0.0163,,
,,,0.6396,,,,,,0.3107,,,,,,1.0993,,,,,,0.0174,,
,,,0.1412,,,,,,0.0949,,,,,,2.5415,,,,,,0.0079,,
,,,0.1186,,,,,,0.635,,,,,,0.1797,,,,,,0.0107,,
,,,0.298,,,,,,0.0936,,,,,,0.3707,,,,,,0.2811,,
,,,0.2784,,,,,,10.412,,,,,,0.0239,,,,,,0.0027,,
,,,1.2164,,,,,,0.8305,,,,,,0.0944,,,,,,0.0271,,
,,,0.3184,,,,,,1.5129,,,,,,0.1207,,,,,,0.0588,,
,,,0.1316,,,,,,0.2316,,,,,,0.3702,,,,,,0.0122,,
,,,5.9176,,,,,,0.9587,,,,,,0.3414,,,,,,0.0086,,
,,,0.3424,,,,,,1.1671,,,,,,0.0252,,,,,,0.0064,,
,,,0.2769,,,,,,0.182,,,,,,0.7197,,,,,,0.0008,,
,,,0.322,,,,,,0.9614,,,,,,0.0126,,,,,,0.0006,,
,,,0.2527,,,,,,1.1333,,,,,,0.4267,,,,,,0.0005,,
,,,0.1229,,,,,,0.5095,,,,,,0.2449,,,,,,0.0057,,
,,,1.0755,,,,,,0.8356,,,,,,0.0067,,,,,,0.0011,,
,,,0.3958,,,,,,0.9542,,,,,,0.3401,,,,,,0.0113,,
,,,0.0139,,,,,,10.3017,,,,,,0.0905,,,,,,0.0036,,
,,,6.0932,,,,,,0.0968,,,,,,0.8168,,,,,,0.002,,
,,,0.5245,,,,,,0.0214,,,,,,0.2615,,,,,,0.3102,,
,,,0.3187,,,,,,0.8306,,,,,,0.3377,,,,,,0.2833,,
,,,0.3457,,,,,,2.0751,,,,,,0.1492,,,,,,0.015,,
,,,0.3193,,,,,,0.202,,,,,,0.0243,,,,,,0.0096,,
,,,0.644,,,,,,1.5638,,,,,,0.0267,,,,,,0.012,,
,,,0.347,,,,,,0.0182,,,,,,0.0244,,,,,,0.0168,,
,,,5.9727,,,,,,0.0038,,,,,,2.5295,,,,,,0.0015,,
,,,0.0026,,,,,,0.6343,,,,,,0.1719,,,,,,0.0143,,
,,,1.4067,,,,,,0.0955,,,,,,0.0259,,,,,,0.007,,
,,,1.4744,,,,,,0.0331,,,,,,0.2592,,,,,,0.2803,,
,,,1.2765,,,,,,0.4034,,,,,,0.0401,,,,,,0.0105,,
,,,0.3202,,,,,,0.8299,,,,,,0.3358,,,,,,0.3804,,
,,,1.4662,,,,,,0.0425,,,,,,0.5732,,,,,,0.033,,
,,,0.0011,,,,,,2.1445,,,,,,0.0871,,,,,,0.007,,
,,,1.2122,,,,,,0.3956,,,,,,0.2636,,,,,,0.0008,,
,,,0.2779,,,,,,0.3813,,,,,,0.0123,,,,,,0.004,,
,,,0.8116,,,,,,0.335,,,,,,0.1468,,,,,,0.0108,,
,,,0.3224,,,,,,0.1693,,,,,,0.0055,,,,,,0.0062,,
,,,0.4219,,,,,,0.4132,,,,,,0.374,,,,,,0.0054,,
,,,1.0343,,,,,,0.4031,,,,,,0.1237,,,,,,0.181,,
,,,0.3198,,,,,,0.3144,,,,,,0.0245,,,,,,0.034,,
,,,0.2766,,,,,,0.7974,,,,,,0.157,,,,,,0.0017,,
,,,0.1659,,,,,,3.4916,,,,,,0.2273,,,,,,0.1537,,
,,,0.631,,,,,,0.1865,,,,,,1.1307,,,,,,0.0026,,
,,,5.9123,,,,,,0.1807,,,,,,1.5488,,,,,,0.0294,,
,,,0.3198,,,,,,10.2913,,,,,,0.2819,,,,,,0.0259,,
,,,0.7917,,,,,,0.0958,,,,,,1.4526,,,,,,0.0565,,
,,,0.3852,,,,,,0.2887,,,,,,0.261,,,,,,0.0569,,
,,,0.3468,,,,,,6.2433,,,,,,0.0225,,,,,,0.001,,
,,,0.2774,,,,,,0.0718,,,,,,0.0065,,,,,,0.2844,,
,,,0.1566,,,,,,0.3068,,,,,,0.025,,,,,,0.2135,,
,,,5.9623,,,,,,1.1649,,,,,,0.3712,,,,,,0.2122,,
,,,0.0026,,,,,,1.0696,,,,,,0.1175,,,,,,0.0075,,
,,,5.9196,,,,,,6.0558,,,,,,0.0152,,,,,,0.0021,,
,,,0.0041,,,,,,0.0936,,,,,,0.2605,,,,,,0.0288,,
,,,3.4495,,,,,,10.4233,,,,,,0.1411,,,,,,0.015,,
,,,0.4165,,,,,,0.2356,,,,,,0.0396,,,,,,0.0019,,
,,,0.1712,,,,,,10.3947,,,,,,0.0383,,,,,,0.0004,,
,,,5.9349,,,,,,1.127,,,,,,1.4473,,,,,,0.0548,,
,,,0.3203,,,,,,0.168,,,,,,0.1813,,,,,,0.0095,,
,,,3.386,,,,,,0.0293,,,,,,0.0434,,,,,,0.0647,,
,,,0.5215,,,,,,0.6459,,,,,,0.7373,,,,,,0.0249,,
,,,0.2036,,,,,,0.176,,,,,,0.0246,,,,,,0.0247,,
,,,0.3199,,,,,,0.4031,,,,,,0.1036,,,,,,0.0185,,
,,,6.1438,,,,,,0.1642,,,,,,0.0979,,,,,,0.071,,
,,,0.153,,,,,,0.984,,,,,,0.0095,,,,,,0.0759,,
,,,1.2068,,,,,,0.1624,,,,,,0.3174,,,,,,0.0123,,
,,,0.3241,,,,,,0.4022,,,,,,0.1698,,,,,,0.304,,
,,,1.2133,,,,,,1.569,,,,,,0.1192,,,,,,0.0208,,
,,,0.3258,,,,,,0.0342,,,,,,0.3113,,,,,,0.042,,
,,,0.3438,,,,,,0.836,,,,,,0.1376,,,,,,0.4794,,
,,,0.41,,,,,,0.0731,,,,,,0.8101,,,,,,0.0251,,
,,,0.2746,,,,,,0.0333,,,,,,0.023,,,,,,0.1873,,
,,,0.0025,,,,,,0.3982,,,,,,1.6159,,,,,,0.4811,,
,,,0.6388,,,,,,0.0118,,,,,,0.3357,,,,,,0.0008,,
,,,0.7894,,,,,,0.0301,,,,,,1.4313,,,,,,0.0088,,
,,,0.0744,,,,,,6.0733,,,,,,0.0047,,,,,,0.0192,,
,,,0.3469,,,,,,0.4581,,,,,,0.3401,,,,,,0.0001,,
,,,0.0009,,,,,,1.1296,,,,,,0.0868,,,,,,0.005,,
,,,0.3239,,,,,,0.0457,,,,,,0.0256,,,,,,0.0384,,
,,,0.1184,,,,,,0.0347,,,,,,0.1554,,,,,,0.0076,,
,,,0.2994,,,,,,0.0091,,,,,,0.4343,,,,,,0.4558,,
,,,3.3706,,,,,,0.9525,,,,,,1.2661,,,,,,0.3904,,
,,,6.1184,,,,,,0.403,,,,,,0.2613,,,,,,0.4702,,
,,,0.6423,,,,,,0.4153,,,,,,0.1877,,,,,,0.0014,,
,,,0.0526,,,,,,0.2373,,,,,,0.01,,,,,,0.028,,
,,,3.4591,,,,,,0.0332,,,,,,2.5498,,,,,,0.0792,,
,,,0.3228,,,,,,1.1709,,,,,,0.089,,,,,,0.0004,,
,,,0.5552,,,,,,0.0279,,,,,,0.0274,,,,,,0.0114,,
,,,0.8111,,,,,,0.9788,,,,,,0.0126,,,,,,0.0237,,
,,,0.3196,,,,,,10.4384,,,,,,0.3652,,,,,,0.0233,,
,,,0.3965,,,,,,0.973,,,,,,0.0241,,,,,,0.016,,
,,,0.345,,,,,,0.0733,,,,,,0.0241,,,,,,0.0026,,
,,,0.0425,,,,,,0.0017,,,,,,0.0123,,,,,,0.001,,
,,,0.0009,,,,,,0.0289,,,,,,0.3152,,,,,,0.0013,,
,,,1.4795,,,,,,2.1058,,,,,,0.0389,,,,,,0.0342,,
,,,0.002,,,,,,6.0828,,,,,,0.1039,,,,,,0.033,,
,,,3.4992,,,,,,0.7974,,,,,,0.091,,,,,,0.045,,
,,,0.3994,,,,,,0.7637,,,,,,0.0109,,,,,,0.0096,,
,,,1.2918,,,,,,0.7988,,,,,,1.2928,,,,,,0.2152,,
,,,0.7919,,,,,,0.412,,,,,,0.0694,,,,,,0.0017,,
,,,0.5552,,,,,,0.0729,,,,,,0.257,,,,,,0.0084,,
,,,1.2164,,,,,,0.031,,,,,,0.0075,,,,,,0.0785,,
,,,5.9292,,,,,,0.836,,,,,,0.0828,,,,,,0.045,,
,,,3.3781,,,,,,1.1662,,,,,,0.3137,,,,,,0.0004,,
,,,0.3201,,,,,,0.0339,,,,,,0.0219,,,,,,0.0011,,
,,,0.0025,,,,,,0.1465,,,,,,0.0245,,,,,,0.0199,,
,,,0.7895,,,,,,0.8358,,,,,,0.0051,,,,,,0.0277,,
,,,0.3209,,,,,,0.0952,,,,,,0.4322,,,,,,0.0034,,
,,,0.003,,,,,,0.0713,,,,,,0.2629,,,,,,0.0197,,
,,,0.3438,,,,,,0.0141,,,,,,0.0234,,,,,,0.0029,,
,,,1.215,,,,,,0.385,,,,,,0.0221,,,,,,0.1601,,
,,,0.3986,,,,,,0.2088,,,,,,0.3288,,,,,,0.0404,,
,,,0.5233,,,,,,0.0326,,,,,,0.0809,,,,,,0.0158,,
,,,1.2114,,,,,,0.8304,,,,,,0.3738,,,,,,0.0608,,
,,,0.0028,,,,,,10.1522,,,,,,0.5754,,,,,,0.0695,,
,,,0.2767,,,,,,0.0035,,,,,,0.0066,,,,,,0.016,,
,,,0.4182,,,,,,0.0942,,,,,,0.0242,,,,,,0.0187,,
,,,0.6396,,,,,,0.1407,,,,,,1.5048,,,,,,0.0076,,
,,,0.0024,,,,,,0.2438,,,,,,0.0244,,,,,,0.0011,,
,,,0.0277,,,,,,6.1534,,,,,,0.1162,,,,,,0.0386,,
,,,0.902,,,,,,0.9583,,,,,,0.1987,,,,,,0.0273,,
,,,1.4942,,,,,,0.1979,,,,,,2.8326,,,,,,0.013,,
,,,1.4787,,,,,,0.9531,,,,,,0.0825,,,,,,0.0631,,
,,,6.0936,,,,,,1.0663,,,,,,0.0228,,,,,,0.473,,
,,,0.0024,,,,,,0.076,,,,,,0.1158,,,,,,0.0091,,
,,,1.5332,,,,,,0.4036,,,,,,0.2629,,,,,,0.0048,,
,,,0.7932,,,,,,0.3243,,,,,,0.1839,,,,,,0.0045,,
,,,0.3216,,,,,,0.1162,,,,,,1.4122,,,,,,0.2786,,
,,,0.3988,,,,,,0.1646,,,,,,0.0211,,,,,,0.0052,,
,,,1.4716,,,,,,0.4123,,,,,,0.3776,,,,,,0.0057,,
,,,1.4637,,,,,,2.1361,,,,,,0.0043,,,,,,0.0045,,
,,,0.6405,,,,,,0.4854,,,,,,0.8132,,,,,,0.0178,,
,,,0.5131,,,,,,0.0749,,,,,,0.1714,,,,,,0.3075,,
,,,0.0038,,,,,,0.7517,,,,,,1.6159,,,,,,0.0323,,
,,,0.6362,,,,,,0.26,,,,,,0.0113,,,,,,0.0002,,
,,,0.049,,,,,,3.6465,,,,,,2.7084,,,,,,0.0019,,
,,,0.2051,,,,,,1.101,,,,,,0.3349,,,,,,0.2808,,
,,,5.9929,,,,,,0.4036,,,,,,0.0205,,,,,,0.0087,,
,,,0.0486,,,,,,0.8298,,,,,,0.8129,,,,,,0.008,,
,,,0.3229,,,,,,0.4044,,,,,,0.2239,,,,,,0.0688,,
,,,0.3481,,,,,,2.0943,,,,,,0.0362,,,,,,0.0009,,
,,,0.3745,,,,,,0.7844,,,,,,0.2918,,,,,,0.0071,,
,,,1.803,,,,,,0.4123,,,,,,1.0832,,,,,,0.0017,,
,,,0.5142,,,,,,0.7912,,,,,,0.2244,,,,,,0.0046,,
,,,0.0008,,,,,,0.0325,,,,,,0.0118,,,,,,0.0192,,
,,,3.4295,,,,,,0.0289,,,,,,0.4311,,,,,,0.1405,,
,,,0.1445,,,,,,0.6808,,,,,,0.5899,,,,,,0.0008,,
,,,1.4729,,,,,,0.0361,,,,,,0.0056,,,,,,0.0276,,
,,,6.1342,,,,,,0.1651,,,,,,0.3403,,,,,,0.128,,
,,,0.733,,,,,,0.0227,,,,,,0.012,,,,,,0.037,,
,,,1.8864,,,,,,0.4133,,,,,,1.0749,,,,,,0.0112,,
,,,0.7189,,,,,,0.4013,,,,,,0.0245,,,,,,0.0358,,
,,,1.4755,,,,,,0.0276,,,,,,0.1183,,,,,,0.0003,,
,,,0.2753,,,,,,1.1299,,,,,,0.0958,,,,,,0.0162,,
,,,0.7837,,,,,,0.1844,,,,,,0.0341,,,,,,0.0175,,
,,,0.0048,,,,,,0.0306,,,,,,0.2889,,,,,,0.0054,,
,,,1.4733,,,,,,0.3972,,,,,,0.5751,,,,,,0.0638,,
,,,0.0346,,,,,,0.0276,,,,,,0.3367,,,,,,0.2024,,
,,,0.7423,,,,,,0.4035,,,,,,0.0265,,,,,,0.0037,,
,,,0.277,,,,,,0.146,,,,,,0.116,,,,,,0.001,,
,,,0.0684,,,,,,0.0105,,,,,,0.0255,,,,,,0.3886,,
,,,1.4724,,,,,,0.0826,,,,,,0.0275,,,,,,0.0495,,
,,,0.3906,,,,,,0.0262,,,,,,0.1649,,,,,,0.0025,,
,,,1.2121,,,,,,0.1789,,,,,,0.1844,,,,,,0.0034,,
,,,0.279,,,,,,0.013,,,,,,0.7717,,,,,,0.2861,,
,,,0.2979,,,,,,0.1193,,,,,,2.7931,,,,,,0.1285,,
,,,0.014,,,,,,0.0338,,,,,,0.2737,,,,,,0.2802,,
,,,1.2081,,,,,,0.0351,,,,,,0.5748,,,,,,0.2888,,
,,,0.0022,,,,,,0.3812,,,,,,0.7572,,,,,,0.0175,,
,,,0.3293,,,,,,0.402,,,,,,0.1024,,,,,,0.0029,,
,,,0.3464,,,,,,0.0332,,,,,,0.007,,,,,,0.0219,,
,,,0.3206,,,,,,0.4133,,,,,,0.2588,,,,,,0.0027,,
,,,0.009,,,,,,0.3055,,,,,,0.3665,,,,,,0.0097,,
,,,0.7896,,,,,,0.9774,,,,,,0.3346,,,,,,0.0064,,
,,,0.0804,,,,,,0.0283,,,,,,0.3066,,,,,,0.0515,,
,,,0.5519,,,,,,0.6368,,,,,,0.337,,,,,,0.0115,,
,,,0.0051,,,,,,1.1292,,,,,,1.082,,,,,,0.1364,,
,,,0.3203,,,,,,6.1688,,,,,,0.0004,,,,,,0.0292,,
,,,0.7364,,,,,,1.1811,,,,,,0.31,,,,,,0.0137,,
,,,0.4094,,,,,,0.4152,,,,,,0.025,,,,,,0.0194,,
,,,0.0043,,,,,,6.1659,,,,,,1.6352,,,,,,0.3653,,
,,,0.3196,,,,,,0.0321,,,,,,1.0948,,,,,,0.0369,,
,,,0.3212,,,,,,1.1677,,,,,,0.3868,,,,,,0.0211,,
,,,1.4727,,,,,,0.3127,,,,,,0.1362,,,,,,0.0099,,
,,,0.0022,,,,,,0.2352,,,,,,0.0222,,,,,,0.0008,,
,,,0.0686,,,,,,0.1181,,,,,,0.0129,,,,,,0.0153,,
,,,1.4769,,,,,,0.3845,,,,,,0.0953,,,,,,0.0057,,
,,,0.385,,,,,,0.4037,,,,,,0.575,,,,,,0.002,,
,,,0.2766,,,,,,0.9898,,,,,,0.011,,,,,,0.0014,,
,,,0.0007,,,,,,0.2336,,,,,,0.0379,,,,,,0.0132,,
,,,0.8671,,,,,,0.8359,,,,,,1.1216,,,,,,0.2846,,
,,,3.3722,,,,,,2.1693,,,,,,0.3045,,,,,,0.0132,,
,,,1.6188,,,,,,0.3175,,,,,,0.1229,,,,,,0.0523,,
,,,0.3209,,,,,,0.0341,,,,,,0.3375,,,,,,0.0028,,
,,,0.0032,,,,,,0.0927,,,,,,0.2601,,,,,,0.0194,,
,,,6.0911,,,,,,0.0751,,,,,,0.012,,,,,,0.0289,,
,,,6.1058,,,,,,0.8303,,,,,,0.2982,,,,,,0.0241,,
,,,0.3289,,,,,,0.996,,,,,,0.0351,,,,,,0.0232,,
,,,0.1591,,,,,,1.1166,,,,,,0.0145,,,,,,0.0094,,
,,,0.1622,,,,,,0.8356,,,,,,0.1147,,,,,,0.018,,
,,,1.5303,,,,,,0.0747,,,,,,0.0037,,,,,,0.0013,,
,,,5.9415,,,,,,0.4903,,,,,,1.4122,,,,,,0.011,,
,,,0.0186,,,,,,0.4058,,,,,,0.0346,,,,,,0.0127,,
,,,0.2761,,,,,,0.0715,,,,,,1.6615,,,,,,0.0029,,
,,,5.9282,,,,,,0.0322,,,,,,0.3386,,,,,,0.0293,,
,,,1.2166,,,,,,1.167,,,,,,0.0123,,,,,,0.019,,
,,,1.2148,,,,,,0.5254,,,,,,0.3233,,,,,,0.0154,,
,,,0.3203,,,,,,0.0161,,,,,,0.0219,,,,,,0.0034,,
,,,1.216,,,,,,0.165,,,,,,0.0382,,,,,,0.0028,,
,,,6.1195,,,,,,0.1946,,,,,,0.3376,,,,,,0.0006,,
,,,0.4375,,,,,,0.389,,,,,,0.023,,,,,,0.0043,,
,,,1.489,,,,,,0.4035,,,,,,0.7404,,,,,,0.02,,
,,,0.0003,,,,,,1.2446,,,,,,0.1218,,,,,,0.0011,,
,,,0.2475,,,,,,0.0721,,,,,,0.0359,,,,,,0.0156,,
,,,5.9609,,,,,,0.1837,,,,,,0.2607,,,,,,0.0204,,
,,,0.276,,,,,,1.1283,,,,,,1.6104,,,,,,0.0007,,
,,,0.0013,,,,,,1.1306,,,,,,0.0126,,,,,,0.0665,,
,,,0.0115,,,,,,0.403,,,,,,0.7337,,,,,,0.0284,,
,,,1.2211,,,,,,0.3975,,,,,,0.2583,,,,,,0.2899,,
,,,0.3965,,,,,,2.1977,,,,,,0.0093,,,,,,0.0146,,
,,,0.133,,,,,,10.1544,,,,,,0.0224,,,,,,0.06,,
,,,0.7889,,,,,,0.0721,,,,,,0.0259,,,,,,0.0015,,
,,,0.3463,,,,,,0.1473,,,,,,1.4709,,,,,,0.0003,,
,,,0.689,,,,,,0.7119,,,,,,0.0261,,,,,,0.0477,,
,,,0.4172,,,,,,1.5921,,,,,,0.0378,,,,,,0.0064,,
,,,1.2176,,,,,,0.0291,,,,,,0.3273,,,,,,0.0081,,
,,,6.1044,,,,,,0.393,,,,,,2.6322,,,,,,0.0131,,
,,,0.1167,,,,,,3.6282,,,,,,0.2615,,,,,,0.007,,
,,,0.0017,,,,,,0.0948,,,,,,0.3351,,,,,,0.0207,,
,,,0.0054,,,,,,0.0708,,,,,,0.0116,,,,,,0.3121,,
,,,0.1568,,,,,,1.1278,,,,,,1.6296,,,,,,0.0193,,
,,,3.4478,,,,,,0.0931,,,,,,0.2994,,,,,,0.0142,,
,,,0.6813,,,,,,0.0275,,,,,,1.6682,,,,,,0.3142,,
,,,0,,,,,,0.0732,,,,,,0.3072,,,,,,0.0004,,
,,,3.4349,,,,,,0.1924,,,,,,0.3727,,,,,,0.0207,,
,,,0.0045,,,,,,0.1633,,,,,,0.3644,,,,,,0.0019,,
,,,0.3183,,,,,,0.0722,,,,,,0.6684,,,,,,0.0093,,
,,,0.326,,,,,,1.2155,,,,,,0.8192,,,,,,0.1611,,
,,,3.4434,,,,,,0.6473,,,,,,0.0232,,,,,,0.0684,,
,,,0.3206,,,,,,0.4014,,,,,,0.3354,,,,,,0.2078,,
,,,0.3424,,,,,,0.1637,,,,,,0.0056,,,,,,0.0115,,
,,,1.27,,,,,,0.3177,,,,,,0.2338,,,,,,0.0009,,
,,,0.0036,,,,,,1.1255,,,,,,0.2608,,,,,,0.4523,,
,,,6.0082,,,,,,0.6434,,,,,,0.3303,,,,,,0.0011,,
,,,0.2305,,,,,,3.2174,,,,,,0.0244,,,,,,0.0034,,
,,,1.2125,,,,,,0.3131,,,,,,0.0047,,,,,,0.0059,,
,,,1.0605,,,,,,0.7345,,,,,,0.0033,,,,,,0.457,,
,,,0.7229,,,,,,0.076,,,,,,0.2114,,,,,,0.0009,,
,,,0.3209,,,,,,1.1621,,,,,,0.5911,,,,,,0.0136,,
,,,0.0022,,,,,,0.8298,,,,,,0.3372,,,,,,0.0204,,
,,,0.644,,,,,,0.4143,,,,,,0.0394,,,,,,0.0172,,
,,,0.397,,,,,,2.2228,,,,,,0.367,,,,,,0.0011,,
,,,5.9332,,,,,,1.865,,,,,,0.2293,,,,,,0.011,,
,,,0.026,,,,,,1.5264,,,,,,0.0118,,,,,,0.0095,,
,,,0.9538,,,,,,10.4446,,,,,,0.0375,,,,,,0.0324,,
,,,0.2868,,,,,,0.3838,,,,,,0.0082,,,,,,0.01,,
,,,0.1313,,,,,,6.1978,,,,,,0.0252,,,,,,0.0166,,
,,,1.2124,,,,,,0.7225,,,,,,0.4326,,,,,,0.0011,,
,,,0.3471,,,,,,1.1896,,,,,,0.2962,,,,,,0.0344,,
,,,0.0916,,,,,,0.219,,,,,,0.0083,,,,,,0.3073,,
,,,0.3999,,,,,,0.1739,,,,,,0.1002,,,,,,0.03,,
,,,2.5831,,,,,,0.1766,,,,,,0.0049,,,,,,0.0088,,
