N-Apache,N-LLVM,N-X264,N-BDBC,N-BDBJ,N-SQL,2N-Apache,2N-LLVM,2N-X264,2N-BDBC,2N-BDBJ,2N-SQL,3N-Apache,3N-LLVM,3N-X264,3N-BDBC,3N-BDBJ,3N-SQL,I2-Apache,I2-LLVM,I2-X264,I2-BDBC,I2-BDBJ,I2-SQL
0.0714,0.0314,0.1841,0.2385,0.0038,0.0029,0.1034,0.0019,0.0306,0.4858,0.0056,0.0573,0.0822,0.0028,0.0265,0.4804,0.0768,0.0416,0.0833,0.0296,0.0195,0.0031,0.0083,0.0578
0.1757,0.1113,0.0309,0.1841,0.0015,0.0505,0.0167,0.0471,0.0167,0.4877,0.003,0.0309,0.0588,0.0364,0.1355,0.7715,0.0347,0.0008,0.0417,0.024,0.0197,0.0017,0.007,0.0317
0.22,0.0351,0.0795,0.2273,0.0802,0.018,0.3028,0.0333,0.0376,0.1007,0.0092,0.02,0.1964,0.0188,0.1588,0.5041,0.004,0.0855,0.0972,0.0352,0.1541,0.0515,0.014,0.0347
0.2449,0.0285,0.0986,0.0234,0.0083,0.0433,0.1316,0.0395,0.0305,0.6471,0.063,0.0264,0.05,0.029,0.017,0.673,0.0009,0.0362,0.0702,0.008,0.0336,0.0059,0.0017,0.0594
0.0625,0.0385,0.2637,0.4399,0.0434,0.0718,0.0667,0.065,0.0866,0.1448,0.0026,0.0897,0.0303,0,0.0143,0.0124,0.0052,0.0104,0.0859,0.0378,0.01,0.0739,0.0603,0.0903
0.1915,0.0392,0.0254,0.6734,0.0153,0.0365,0.0319,0.0369,0.0943,0.5445,0.0161,0.0338,0.1,0.0136,0.0557,0.7749,0.03,0.0613,0.6216,0.0129,0.0107,0.3228,0.0092,0.067
0.1429,0.1154,0.0626,0.115,0.0447,0.0409,0.4783,0.0238,0.027,0.4886,0.0033,0.066,0.1754,0.0179,0.0512,0.1343,0.0386,0.0116,0.197,0.006,0.0741,0.0753,0.09,0.0666
0.027,0.0786,0.2582,0.0116,0.0082,0.0001,0.2692,0.084,0.0246,0.6467,0.0256,0.0007,0.0667,0.0127,0.0968,0.8897,0.0523,0.0304,0.5,0.0264,0.0328,0.3534,0.0483,0.03
0,0.0278,0.1844,0.2816,0.1025,0.052,0.1974,0.0122,0.0167,0.4189,0.0058,0.0696,0,0.0506,0.1192,0.2003,0.092,0.0305,0.0991,0.0348,0.0011,0.01,0.011,0.0701
0.1163,0.0158,0.2177,0.471,0.0756,0.0388,0.0395,0.0421,0.3302,0.6431,0.0499,0.0313,0.0635,0.048,0.0073,0.3805,0.0107,0.0132,0.0917,0.0392,0.032,0.078,0.012,0.0099
0.7941,0.014,0.067,0.3171,0.0073,0.0133,0.2692,0.0235,0.0507,1.3488,0.0708,0.0967,0.2407,0.0358,0.1064,0.1881,0.0189,0.0059,0.0766,0.037,0.0192,0.0084,0.0124,0.0973
0.0161,0.1942,0.1561,1.2906,0.0383,0.016,0.7895,0.0245,0.0485,0.4248,0.0114,0.1032,0.1579,0.0051,0.1554,0.0168,0.0082,0.1133,0.0167,0.0527,0.1245,0.3358,0.0105,0.104
0.1892,0.0379,0.0988,0.6377,0.1028,0.0203,0.1885,0.084,0.154,0.0998,0.0454,0.059,0.0303,0.0037,0.0199,0.0495,0.0392,0.0086,0.5385,0.0178,0.0148,0.3284,0.043,0.0136
0.05,0.1191,0.2614,0.294,0.0081,0.0201,0.0102,0.0692,0.2838,0.4875,0.0424,0.0514,0.0216,0.0508,0.0249,2.1146,0.0374,0.0091,0.0196,0.0256,0.0368,0.1043,0.0335,0.0094
0.2245,0.1085,0.0601,0.1827,0.0812,0.009,0.0286,0.0145,0.1754,0.5039,0.0135,0.0633,0.1964,0.0245,0.1056,0.7941,0.0165,0.0447,0.5185,0.012,0.0318,0.003,0.0335,0.0974
0.525,0.0813,0.1049,0.2937,0.0769,0.0127,0.25,0.0237,0.0383,19.9835,0.0008,0.072,0.0303,0.0339,0.0313,0.044,0.0118,0.0819,0.159,0.0329,0.0367,0.0171,0.0119,0.0728
0.1528,0.0199,0.04,0.2944,0.0479,0.0203,0.1525,0.0017,0.2236,0.1439,0.0059,0.0281,0.0667,0.0725,0.0594,0.4177,0.0041,0.0021,0.0933,0.0083,0.0842,0.0372,0.0051,0.0769
0.0469,0.0052,0.0081,3.4868,0.0316,0.0286,0.1429,0.0286,0.1911,0.6577,0.0485,0.0547,0.1111,0.0038,0.1516,0.0754,0.0593,0.0645,0.0565,0.0236,0.0003,0.452,0.0118,0.0555
0.1644,0.0171,0.1577,2.1741,0.0101,0.0176,0.1324,0.0366,0.1665,0.1502,0.0245,0.0016,0.1118,0.0263,0.0975,0.0652,0.0402,0.0064,0.0753,0.0329,0.0762,0.0002,0.0739,0.0143
0.1176,0.0827,0.0472,1.1536,0.0124,0.043,0.3219,0.0259,0.0073,0.1375,0.0055,0.0605,0.0256,0.0369,0.054,0.6111,0.0037,0.0894,0.7521,0.0137,0.0438,0.3641,0.0066,0.061
0.0909,0.0408,0.2024,0.0013,0.0748,0.1195,0.2929,0.0051,0.13,0.4805,0.0017,0.1612,0.1579,0.0072,0.1145,0.6714,0.0043,0.0417,0.219,0.1343,0.0362,0.1028,0.0338,0.1478
0.0857,0.0054,0.0616,0.1257,0.0061,0.1369,0.0294,0.0355,0.0142,0.3478,0.0019,0.1374,0.0325,0.0843,0.0008,0.4983,0.0029,0.1304,0.2323,0.0005,0.0443,0.7952,0.0324,0.0442
0.0317,0.0015,0.0094,3.172,0.0243,0.143,0,0.0074,0.0713,0.1121,0.0048,0.1434,0.08,0.0157,0.126,0.8619,0.007,0.1386,0.0152,0.016,0.0474,0.1074,0.004,0.1087
0.05,0.0971,0.1307,2.1884,0.0481,0.1412,0.0714,0.0277,0.0056,0.3168,0.0141,0.1417,0.0857,0.0134,0.0131,1.1906,0.0015,0.115,0.0903,0.0339,0.1212,0.0378,0.066,0.0668
0.0556,0.0253,0.0183,0.1727,0.0453,0.0245,0.1148,0.0246,0.0251,8.0142,0.027,0.1081,0.0901,0.0897,0.0145,0.681,0.0029,0.0804,0.0822,0.0315,0.0319,0.1341,0.0059,0.0939
0.1408,0.025,0.0071,0.4598,0.0109,0.1489,0.0781,0.0528,0.0383,0.103,0.0228,0.1494,0.0068,0.0019,0.0232,0.6829,0.0781,0.1426,0.0081,0.0441,0.0322,0.0791,0.0787,0.0576
0.1286,0.0138,0.2636,0.3574,0.0223,0.1567,0.0833,0.0025,0.0347,0.1152,0.0215,0.0952,0.1908,0.0234,0.0496,0.8577,0.0244,0.1504,0.0847,0.0063,0.0824,0.3554,0.0096,0.0662
0.3261,0.0277,0.2582,0.2937,0.0122,0.1511,0.2375,0.0378,0.0138,0.1143,0.007,0.0565,0.1356,0.0007,0.0394,2.0579,0.0068,0.065,0.0822,0.04,0.0091,0.7652,0.0323,0.056
0.6053,0.1936,0.0974,0.8017,0.0093,0.1535,0.1375,0.0341,0.1027,0.086,0.0323,0.0592,0.0216,0.0053,0.07,0.0672,0.0092,0.1277,0.0417,0.0117,0.0522,0.008,0.0013,0.0587
0.1408,0.0224,0.0748,0.2824,0.0024,0.1468,0.2143,0.0077,0.0079,0.4399,0.0184,0.0517,0.1,0.0407,0.0676,0.296,0.0543,0.1404,1.0098,0.0157,0.0709,0.515,0.0296,0.0512
0.1364,0.0333,0.0102,1.2133,0.0808,0.069,0.0395,0.0519,0.0086,0.1542,0.0055,0.1489,0.0667,0.0741,0.0311,0.3537,0.0013,0.1224,0.1856,0.0022,0.0034,0.0168,0.0865,0.1353
0.0625,0.1133,0.0917,0.1009,0.0199,0.1597,0.2612,0.06,0.2142,0.4827,0.0103,0.0876,0.1522,0.044,0.1155,0.382,0.0048,0.1535,0.1382,0.0126,0.0295,0.0022,0.0238,0.087
0.0615,0.0756,0.0388,2.189,0.0083,0.0455,0.0319,0.07,0.4536,19.8996,0.0105,0.0633,0.0323,0.0848,0.0004,0.6813,0.0182,0.0797,0.7143,0.0169,0.2335,0.0764,0.0466,0.0332
0.0732,0.0404,0.1835,0.3604,0.0679,0.1257,0.0476,0.0321,0.0218,0.4818,0.0854,0.106,0.029,0.0316,0.0329,0.5282,0.0183,0.1625,0.0101,0.0261,0.0295,0.0343,0.0023,0.1416
0.0909,0.0099,0.0493,1.161,0.0159,0.151,0.0294,0.0589,0.0818,0.1584,0.0326,0.1515,0.0563,0.0156,0.0149,0.108,0.0007,0.1257,0.1111,0.0188,0.1283,0.0238,0.0068,0.1255
0.1528,0.0384,0.0088,2.1256,0.0415,0.1561,0.0294,0.0349,0.0875,0.1249,0.0316,0.062,0,0.0592,0.0482,0.3826,0.0102,0.1303,0.0833,0.0259,0.0336,0.0482,0.0433,0.1022
0.0758,0.0316,0.0083,0.7963,0.0101,0.12,0.1316,0.0368,0.063,0.4784,0.0071,0.1617,0.0323,0.0736,0.0143,0.4157,0.0522,0.0422,0.1619,0.0064,0.0198,0.0034,0.0105,0.1412
0.0732,0.0475,0.0993,0.6734,0.0983,0.1058,0.1111,0.041,0.0313,19.8096,0.0692,0.1105,0.1,0.0094,0.0143,0.2371,0.0218,0.0695,0.6078,0.0368,0.0457,0.0013,0.0773,0.0881
0.1739,0.0473,0.0692,2.2261,0.0509,0.0749,0.1,0.015,0.0546,19.2687,0.045,0.0921,0.0303,0.0034,0.0449,0.0472,0.009,0.1495,0.0234,0.0309,0.0019,0.0011,0.0405,0.1283
0,0.0659,0.033,0.8267,0.0354,0.0756,0.0145,0.0065,0.0236,0.1554,0.0151,0.1549,0.0667,0.0332,0.1943,2.0871,0.0087,0.1292,0.0167,0.0081,0.0026,0.0084,0.0089,0.129
0.5641,0.0423,0.1555,0.438,0.0324,0.137,0.175,0.03,0.0104,20.0727,0.0426,0.0408,0,0.0046,0.1648,0.0188,0.0001,0.0495,0.0417,0.0275,0.0741,0.0329,0.0041,0.0403
0.0323,0.0978,0.0981,0.0227,0.0179,0.0539,0.2143,0.0099,0.0317,0.1147,0.0304,0.135,0.025,0.0535,0.0307,0.1131,0.0803,0.0467,0.1038,0.0102,0.2104,0.0181,0.0159,0.1212
0.0857,0.0302,0.1644,0.1826,0.0057,0.0133,0.0429,0.0121,0.1006,0.1105,0.0139,0.0316,0.2845,0.0519,0.0354,1.1107,0.0104,0.0486,0.126,0.024,0.0351,0.1065,0.0732,0.0835
0.2469,0.0261,0.0865,1.0207,0.0777,0.0393,0.3734,0.1719,0.0455,0.4814,0,0.0325,0.0488,0.0146,0.0636,2.1053,0.0231,0.0825,0.159,0.0347,0.1238,0.0005,0.0449,0.074
0.0161,0.043,0.2096,2.1066,0.0191,0.1331,0.3378,0.0388,0.0031,0.4877,0.0084,0.0699,0.0635,0.0135,0.0419,0.8512,0.0131,0.1073,0.0643,0.0006,0.01,0.452,0.0089,0.107
0.027,0.066,0.2586,0.4382,0.0161,0.1269,0.2016,0.0263,0.0147,0.112,0.0578,0.1274,0.1333,0.0169,0.0006,0.1832,0.0139,0.0031,0.2037,0.0314,0.0263,0.7502,0.0198,0.0332
0.2105,0.1869,0.0537,0.2468,0.0024,0.0839,0.0968,0.0241,0.1816,0.6556,0.0125,0.1449,0.093,0.01,0.0128,1.1159,0.0039,0.0625,0.0991,0.0472,0.0358,0.0008,0.0291,0.0704
0.1029,0.0279,0.0276,0.3679,0.0053,0.12,0.0526,0.009,0.155,0.4398,0.0121,0.0219,0.025,0.0469,0.0148,0.3703,0.0093,0.0724,0.0833,0.0177,0.0765,0.0026,0.0003,0.0638
0.1974,0.0441,0.1221,0.0044,0.0998,0.0867,0.1053,0.0367,0.1584,0.1635,0.0881,0.052,0.025,0.0516,0.0316,2.4731,0.0268,0.1211,0.1176,0.0085,0.0402,0.3552,0.0123,0.0515
0,0.0295,0.1048,2.1509,0.0315,0.1469,0.3963,0.0014,0.0278,0.347,0.0287,0.0518,0.0469,0.0092,0.0404,0.0154,0.0176,0.1007,0.058,0.0398,0.0273,0.0131,0.0078,0.0924
0.0909,0.1019,0.1761,0.0267,0.0027,0.0609,0.0476,0.0011,0.2869,0.1172,0.0618,0.1235,0.0152,0.0119,0.154,0.0957,0.0483,0.034,0.0917,0.0021,0.0198,0.0002,0.0732,0.1095
0.0339,0.074,0.1225,0.3184,0.0013,0.1449,0.0341,0.005,0.1362,0.1143,0.0123,0.0496,0.0323,0.0114,0.1152,0.6715,0.011,0.0581,0.1892,0.0191,0.1241,0.0011,0.0143,0.0491
0.1556,0.1093,0.0061,3.2501,0.0341,0.0636,0.1807,0.0401,0.1503,0.6288,0.0181,0.0281,0.0603,0.0783,0.0577,0.3527,0.0062,0.0782,0.0196,0.0242,0.0654,0.4206,0.0136,0.0697
0.05,0.0456,0.0922,0.9759,0.0777,0.13,0.0909,0.0174,0.0293,0.0991,0.0566,0.0666,0.2689,0.0417,0.1123,0.3245,0.0015,0.083,0.0753,0.0209,0.11,0.1018,0.006,0.1039
0.5641,0.0377,0.1354,1.0065,0.0366,0.0668,0.1098,0.008,0.0447,0.5449,0.0035,0.1469,0.0323,0.0006,0.0466,0.0142,0.0901,0.1203,0.0076,0.0229,0.0763,0.0348,0.0503,0.1207
0.1159,0.0199,0.0606,0.3002,0.0696,0.1151,0.0933,0.1832,0.0171,0.4864,0.0808,0.0165,0,0.0834,0.0149,0.3083,0.0017,0.0253,0.1111,0.0267,0.0109,0.3172,0.0306,0.016
0.1176,0.0277,0.1825,1.1844,0.0031,0.1374,0.15,0.0379,0.1921,0.4837,0.0234,0.0745,0.0909,0.0335,0.0928,0.0467,0.013,0.1117,0.0042,0.0074,0.0451,0.0378,0.0018,0.1114
0.525,0.017,0.0552,10.9487,0.0204,0.0543,0.1098,0.2025,0.0677,19.7182,0.0149,0.1354,0.0323,0.0025,0.1277,0.3802,0.0056,0.1284,0.2033,0.0149,0.0461,0.005,0.0586,0.1216
0.5641,0.1997,0.0491,3.2831,0.003,0.0519,0.1053,0.0269,0.0968,0.1062,0.026,0.1333,0,0.0274,0.0133,0.3691,0.0242,0.0098,0.2131,0.0206,0.0477,0.3383,0.0116,0.0577
0.0517,0.0352,0.1884,3.493,0.0342,0.1417,0.2143,0.0248,0.0381,8.1981,0.0626,0.046,0.0519,0.0531,0.0622,0.006,0.0004,0.02,0.0083,0.0082,0.027,0.0005,0.0461,0.0455
0.0167,0.124,0.1914,0.0004,0.0179,0.0635,0.0484,0.211,0.0199,0.3433,0.0103,0.0478,0.0059,0.0556,0.1953,2.469,0.0197,0.0932,0.0707,0.0006,0.0866,0.0131,0.0052,0.0886
0.4524,0.1898,0.0606,0.3719,0.0093,0.0414,0.1098,0.005,0.0301,0.3988,0.0523,0.1236,0.0059,0.0463,0.0128,0.3987,0.0286,0.0013,0.0417,0.0477,0.0167,0.0498,0.0657,0.0471
0.6486,0.0317,0.0001,0.2815,0.0329,0.076,0.2266,0.018,0.0645,0.0995,0.0191,0.1376,0.1061,0.0025,0.0143,0.1529,0.0503,0.0147,0.1562,0.0282,0.0738,0.386,0.017,0.0444
0.2179,0.0304,0.2607,3.2714,0.0241,0.1491,0.0462,0.0702,0.0096,0.0966,0.0024,0.1496,0.3725,0.0527,0.015,0.3849,0.0282,0.0284,0.0342,0.0271,0.099,0.309,0.0164,0.0754
0.05,0.0125,0.2285,1.0156,0.0248,0.1504,0.1375,0.0247,0.0338,0.0487,0.0265,0.0557,0.2613,0.0077,0.0738,0.5415,0.0489,0.0641,0.0571,0.0506,0.0343,0.0339,0.0456,0.0552
0.027,0.0009,0.1584,1.1593,0.0335,0.1248,0.0476,0.0219,0.0646,0.0737,0.0038,0.1253,0.0395,0.0476,0.0019,1.2335,0.025,0.0007,0.0833,0.0779,0.0179,0.3566,0.0127,0.0308
0.05,0.1822,0.2006,0.2818,0.0011,0.0762,0.2639,0.0318,0.058,0.1164,0.0211,0.0934,0.025,0.0058,0.0533,0.4867,0.0243,0.1298,0.0667,0.0383,0.024,0.7847,0.004,0.1167
0.1364,0.0246,0.0306,0.7963,0.0177,0.1406,0.0625,0.0127,0.0276,0.5453,0.0459,0.078,0.1458,0.0249,0.1923,0.4627,0.0782,0.1342,0,0.0163,0.1835,0.7881,0.0053,0.0484
0.1176,0.0036,0.0085,0.1929,0.0713,0.0455,0,0.0512,0.0944,0.5026,0.0301,0.0632,0.1057,0.0215,0.0337,1.915,0.0102,0.0382,0.0222,0.0264,0.1866,0.1372,0.0091,0.0331
0.0909,0.0113,0.1551,1.2749,0.0059,0.0784,0.1081,0.0207,0.1674,0.5455,0.0122,0.0434,0.059,0.018,0.1765,0.3801,0.0054,0.1329,0.1933,0.0178,0.2,0.7992,0.0796,0.0429
0.2278,0.0174,0.2616,0.3172,0.0113,0.0717,0.0513,0.0623,0.0547,7.9582,0.065,0.0175,0.0242,0.0226,0.0288,0.3364,0.0844,0.0891,0.0491,0.038,0.0374,0.3567,0.0751,0.017
0.3068,0.0069,0.3938,0.1737,0.034,0.154,0.0303,0.0235,0.0466,19.2432,0.0145,0.1545,0.1705,0.0405,0.1343,0.0458,0.0929,0.0729,0.0476,0.0173,0.0087,0.0002,0.0024,0.0807
0.0317,0.0067,0.1815,0.1732,0.0588,0.1504,0.1439,0.0218,0.0469,1.4285,0.0045,0.1509,0.025,0.0013,0.0701,0.3006,0.0012,0.1461,0.1385,0.0063,0.1615,0.0249,0.0044,0.1164
0.4878,0.1191,0.0712,0.6381,0.0337,0.1214,0,0.0382,0.1361,0.0663,0.0542,0.0574,0.2281,0.0872,0.0313,2.4691,0.0048,0.0322,0.0662,0.0343,0.0318,0.0059,0.0793,0.0271
0.7429,0.0139,0.0061,0.1822,0.0064,0.1103,0.2365,0.0259,0.0146,0.5031,0.0686,0.0111,0.1793,0.0455,0.0634,0.392,0.0179,0.0159,0.037,0.0782,0.0423,0.1081,0.0124,0.0106
0.1739,0.0944,0.0563,3.4177,0.0028,0.0683,0.0833,0.0106,0.0041,0.4225,0.0175,0.0552,0.0059,0.0622,0.1344,0.2423,0.0142,0.0828,0.088,0.0228,0.0314,0.0162,0.0145,0.0545
0.0909,0.1288,0.0042,0.3716,0.0027,0.0659,0,0.0939,0.4486,0.1009,0.0494,0.0832,0.1536,0.0154,0.0351,0.377,0.0156,0.1201,0.0461,0.0445,0.0026,0.5053,0.0818,0.1069
0.0159,0.1016,0.0192,11.2992,0.0045,0.1383,0.2042,0.0534,0.0232,0.0559,0.01,0.1388,0.059,0.0983,0.1685,2.4605,0.0208,0.134,0.1765,0.0118,0.0314,0.7378,0.0192,0.0789
0.4638,0.0348,0.2008,0.1802,0.0031,0.0231,0.3,0.0165,0.0472,0.319,0.0031,0.0412,0.0145,0.0388,0.0481,0.1331,0.0116,0.0996,0.05,0.0056,0.2869,0.0024,0.0124,0.0104
0.0606,0.0024,0.0169,0.1844,0.003,0.02,0.025,0.1829,0.0492,0.1138,0.0259,0.0037,0.1952,0.0574,0.0789,0.1327,0.0082,0.0969,0.0244,0.0491,0.0688,0.0012,0.0171,0.0031
0.1111,0.1148,0.0007,0.0378,0.0011,0.0761,0.0833,0.0057,0.0653,0.0296,0.0377,0.0743,0.0865,0.0941,0.0145,0.1844,0.017,0.0148,0.05,0.0518,0.0659,0.0007,0.0009,0.0445
0.2903,0.0543,0.1348,0.392,0.0074,0.1249,0.6667,0.0437,0.0021,0.5029,0.0674,0.0611,0.2188,0.0125,0.1313,0.124,0.0027,0.0361,0.0614,0.02,0.0005,0.01,0.0036,0.0309
0.4444,0.0097,0.0524,0.1987,0.0098,0.0503,0.0606,0.0033,0.2532,0.5022,0.0455,0.1318,0.0488,0.0473,0.1474,0.36,0.0346,0.1048,0.25,0.0407,0.0629,0.0766,0.037,0.038
0.1765,0.0119,0.0262,0.8274,0.0075,0.0818,0.0286,0.0142,0.2024,19.9041,0.0658,0.08,0.3333,0.0071,0.1533,0.2977,0.0073,0.1361,0.0137,0.0247,0.1635,0.0018,0.0064,0.0505
0.0263,0.0144,0.1098,0.2357,0.0218,0.0873,0.164,0.0774,0.111,19.3476,0.0549,0.1298,0.0793,0.0087,0.0439,0.2151,0.0023,0.0058,0.1746,0.0173,0.0428,0.1075,0.0093,0.1159
0.5062,0.0066,0.1042,0.4425,0.0145,0.1359,0.8571,0.011,0.5017,0.1168,0.0034,0.1364,0.1151,0.0731,0.0456,0.2814,0.0877,0.1294,0.0397,0.0162,0.2749,0.0879,0.0082,0.0611
0.5122,0.006,0.0291,0.2183,0.0585,0.0902,0.4868,0.2088,0.1625,0.1066,0.038,0.0907,0.0476,0.0114,0.1136,0.0577,0.0006,0.0624,0.1204,0.0174,0.0159,0.0356,0.0815,0.0075
1.2143,0.0124,0.1415,0.2517,0.0059,0.0527,0.6667,0.0815,0.0353,0.0951,0.0115,0.1339,0.3017,0.0332,0.1064,0.7735,0.0026,0.1077,0.0108,0.0046,0.0667,0.0011,0.0127,0.1074
0.2759,0.0322,0.0892,0.2314,0.0665,0.1081,0.7568,0.0082,0.1738,0.0431,0.0139,0.087,0,0.0744,0.0751,0.2994,0.0317,0.1237,0.1304,0.0422,0.1718,0.1402,0.0023,0.1235
0.26,0.0422,0.2434,0.002,0.0017,0.1451,0.0147,0.0428,0.1995,0.3918,0.0114,0.1456,0.0606,0.0916,0.0535,0.0157,0.0115,0.1387,0.1364,0.0243,0.0085,0.0737,0.0138,0.0534
0.0606,0.0511,0.1473,0.3925,0.0009,0.1476,0.0606,0.048,0.0639,0.166,0.0208,0.0745,0.1818,0.0725,0.0005,0.0091,0.01,0.066,0.0083,0.0297,0.0165,0.0017,0.0179,0.0738
0.0526,0.0218,0.2341,0.4611,0.0362,0.143,0.2556,0.0443,0.127,0.0222,0.0418,0.0806,0.0321,0.0553,0.0631,0.0517,0.009,0.1366,0.0417,0.0032,0.0262,0.004,0.0205,0.051
0.0526,0.0967,0.0137,0.3093,0.0131,0.1206,0,0.0536,0.0154,0.0467,0.0149,0.0226,0.2963,0.0097,0.1154,0.4786,0.0034,0.1141,0.0137,0.0444,0.0838,0.1368,0.0195,0.0221
0.1429,0.0149,0.2077,0.7952,0.0012,0.0453,0.2042,0.0346,0.503,0.4884,0.0242,0.0531,0.0949,0.0054,0.0795,0.4021,0.0122,0.0545,0.0083,0.0469,0.1814,0.0099,0.0015,0.0368
0.3651,0.0315,0.0995,2.1959,0.0078,0.0256,0.625,0.0174,0.1447,0.1493,0.0195,0.003,0.1333,0.0021,0.0011,0.4411,0.0931,0.0013,0.0357,0.0341,0.1517,0.4645,0.0077,0.0087
0.0256,0.0162,0.0287,0.3591,0.0313,0.0447,0.0152,0.0453,0.1602,1.2076,0.0191,0.0525,0.155,0.0157,0.0477,0.4808,0.0775,0.0101,0.0526,0.0037,0.037,0.0111,0.0036,0.0235
0.4521,0.0418,0.044,0.4471,0.0269,0.0777,0.6618,0.0413,0.1067,0.4291,0.0056,0.0614,0.1458,0.0137,0.0359,0.0462,0.04,0.0797,0.0538,0.0299,0.0319,0.0009,0.0251,0.0551
0.0976,0.013,0.0189,0.8023,0.0064,0.014,0.0513,0.0048,0.0598,0.6529,0.0069,0.0174,0.0562,0.0097,0.0285,1.1088,0.0034,0.0265,0.0864,0.0224,0.0289,0.1011,0.023,0.003
0.4737,0.0187,0.0484,1.2086,0.0063,0.0114,0.0882,0.0143,0.1162,8.2016,0.0217,0.027,0.1103,0.0821,0.0904,0.6172,0.0768,0.0177,0.0069,0.0366,0.0261,0.0068,0.0086,0.0667
1.1379,0.014,0.2612,0.1809,0.0032,0.092,0.1172,0.0236,0.0321,0.4751,0.0599,0.0754,0.2071,0.0014,0.2014,0.1477,0.027,0.0939,0.1769,0.0404,0.026,0.0379,0.0684,0.069
0.0244,0.0801,0.1153,3.413,0.0054,0.0595,0.378,0.0185,0.0548,0.1008,0.0184,0.0435,0.1098,0.0351,0.1024,0.3191,0.0894,0.0614,0.1562,0.0544,0.0243,0.0047,0.0198,0.0373
0.075,0.0194,0.0407,0.1723,0.0052,0.0326,0.413,0.0137,0.0024,0.0933,0.0216,0.0028,0.059,0.0284,0.004,0.4785,0.0073,0.0716,0.0798,0.0517,0.0743,0.325,0.0106,0.0519
0.1111,0.0611,0.2021,0.0134,0.0072,0.0348,0.2424,0.0295,0.0472,0.5457,0.0382,0.0381,0.2613,0.0143,0.0031,0.3212,0.0102,0.0395,0.0417,0.0222,0.0187,0.0004,0.0119,0.0364
1.0667,0.1084,0.1097,11.343,0.0236,0.0049,0.1531,0.0194,0.1922,0.6334,0.0249,0.032,0.1267,0.0572,0.0577,0.0463,0.0544,0.0282,0,0.031,0.003,0.3222,0.0436,0.0495
0.2759,0.0548,0.0244,0.3127,0.0368,0.0921,0.0682,0.0326,0.1697,0.0271,0.0319,0.0755,0,0.0011,0.0676,0.1787,0.0511,0.094,0.2903,0.0018,0.022,0.4443,0.0086,0.0691
0.4805,0.1065,0.0671,0.7952,0.0185,0.0171,0.1096,0.0322,0.1477,0.2571,0.018,0.0177,0.2318,0.0408,0.1029,0.015,0.0025,0.0266,0.0357,0.017,0.2744,0.1112,0.0517,0.057
0.7222,0.0181,0.0286,0.0274,0.0038,0.0683,0.0333,0.0629,0.187,0.431,0.0103,0.0521,0.1111,0.0272,0.0037,0.3374,0.0006,0.0379,0.1765,0.0256,0.0036,0.7738,0.0483,0.0458
0.0508,0.0882,0.0938,3.4623,0.0107,0.0578,0.4868,0.0061,0.0072,0.6595,0.019,0.0117,0.1828,0.0636,0.0597,0.1206,0.0415,0.1286,0.0369,0.0416,0.0385,0.8332,0.0476,0.0327
0.25,0.0461,0.0408,11.0818,0.0329,0.0719,0.069,0.0198,0.0524,0.4874,0.0077,0.0556,0.1963,0.0293,0.065,0.1112,0.0079,0.0738,0.0901,0.0297,0.0592,0.0081,0.0293,0.0494
0.1212,0.0699,0.1609,0.1588,0.0099,0.0169,0.7568,0.0277,0.14,0.1148,0.0109,0.0016,0.1406,0.0251,0.1643,0.2679,0.0065,0.0849,0.0614,0.0186,0.0259,0.4059,0.0641,0.0073
0.0811,0.028,0.063,0.2812,0.0354,0.099,0.0278,0.0204,0.2956,0.6558,0.0489,0.0824,0.0786,0.0367,0.0266,0.271,0.0214,0.101,0.0962,0.0216,0.0474,0.0105,0.021,0.0759
0.5122,0.0377,0.0789,0.1732,0.005,0.0364,0,0.0001,0.0313,0.5142,0.0546,0.028,0.1267,0.0077,0.0004,0.7726,0.0005,0.0264,0.0798,0.0495,0.0143,0.0013,0.0373,0.0595
0.0698,0.0234,0.0864,3.5166,0.0085,0.0612,0.1207,0.0052,0.0129,19.9881,0.0251,0.0452,0.0351,0.0589,0.0425,0.4628,0.011,0.0311,0.0575,0.0132,0.0244,0.0792,0.0659,0.039
0.0159,0.0347,0.0255,0.543,0.0059,0.0367,0.4125,0.0233,0.0633,0.1149,0.0316,0.0179,0.0988,0.005,0.045,2.0762,0.0139,0.106,0.2759,0.0145,0.1598,0.0777,0.0168,0.0121
0.3214,0.0964,0.0296,2.1803,0.0021,0.0778,0.1087,0.0306,0.1125,0.516,0.0465,0.0467,0.0242,0.0036,0.049,0.1029,0.0151,0.0041,0.0725,0.0514,0.0401,0.5024,0.0631,0.0872
0.0256,0.0262,0.0541,3.4672,0.0163,0.0738,0.1633,0.005,0.2956,19.2093,0.0128,0.0428,0.1756,0.0061,0.115,0.3025,0.0069,0.0025,0.0985,0.0176,0.1401,0.4185,0.006,0.0938
0.0698,0.0853,0.1764,0.7955,0.081,0.0115,0.1111,0.0044,0.296,0.4863,0.0094,0.0271,0.1105,0.0174,0.0675,2.108,0.0065,0.0452,0.0108,0.0382,0.2332,0.0182,0.0031,0.0669
0.403,0.0277,0.0678,1.1768,0.0111,0.0091,0.3452,0.0042,0.0474,0.6523,0.0099,0.026,0.1818,0.0062,0.0749,0.527,0.0119,0.01,0.0705,0.0299,0.0308,0.0187,0.0166,0.0129
