N,2N,3N,I2
0.4577,0.2729,0.3928,0.2979
8.2617,0.1793,0.786,0.0349
0.7073,0.7248,1.1553,0.0054
0.191,0.0115,0.0104,0.0314
0.5645,0.685,0.237,0.1689
0.6703,0.6006,0.3187,0.0014
0.012,1.6714,0.384,0.0177
0.6692,1.5262,0.2437,0.0681
0.7077,0.1117,0.2374,0.0006
0.3026,0.3045,0.7969,0.0694
0.3476,0.5522,0.3314,0.0008
0.5635,0.7116,0.4039,0.0244
0.0943,0.3311,0.0213,0.0159
0.4848,0.2602,0.171,0.0232
0.4654,0.0472,0.0202,0.0022
0.1046,0.2625,0.3874,0.3536
20.3711,0.551,0.7868,0.0185
0.4669,0.2542,0.222,0.3103
0.7959,1.6847,0.0336,0.0104
0.2048,0.002,0.0694,0.0026
0.6537,1.9967,0.7851,0.0015
0.6545,0.1274,0.0211,0.339
8.2346,1.5265,2.9232,0.0047
0.4917,0.0308,0.5932,0.0189
0.1057,0.1769,0.2388,0.011
0.6543,0.7463,0.1801,0.024
0.7068,0.1653,0.085,0.0457
20.6899,0.3047,0.0004,0.0661
0.0058,0.6311,0.1037,0.0071
1.7129,0.1789,0.2573,0.0014
0.3462,0.1283,0.0027,0.0672
0.2032,0.6268,0.3341,0.3455
0.3141,0.5375,5.0707,0.0035
0.1167,0.1414,0.7738,0.0263
0.4653,0.2556,1.4754,0.0211
17.1384,0.0896,0.1562,0.0169
0.4901,0.1141,0.0476,0.0003
0.1883,0.0001,0.9415,0.0079
20.5538,0.2776,0.9375,0.0123
0.0183,0.537,0.6176,0.0947
0.0125,0.2839,0.0833,0.0119
0.2036,0.0568,0.0253,0.0019
0.1006,0.538,0.3722,0.0126
0.3396,1.4836,0.6185,0.3873
0.327,0.1328,0.0094,0.0008
0.6574,0.0615,0.1132,0.0319
1.6507,0.6029,0.1577,0.0005
0.1103,0.1444,1.1705,0.0142
0.778,0.5358,0.7951,0.0251
0.1237,0.2815,0.5941,0.402
1.8684,0.1229,0.8185,0.0141
20.9046,0.7364,0.1163,0.1218
0.0005,0.0207,0.0161,0.0325
0.1904,0.6945,0.9409,0.2319
0.3385,0.0477,0.0112,0.0023
0.4939,0.5524,0.6176,0.0271
20.484,0.1624,0.618,0.0002
0.4723,0.2477,0.8222,0.0247
0.1417,1.6805,0.6181,0.011
0.1163,0.3327,1.4491,0.0202
0.3346,0.2824,0.3256,0.0782
20.3711,0.1801,0.3127,0.0003
0.4561,0.0937,0.014,0.1735
0.489,0.5355,0.4536,0.0002
1.6679,0.0666,5.1335,0.0103
1.6919,0.0044,0.3366,0.0011
0.0831,0.2614,0.1772,0.0106
0.4542,0.0916,0.3378,0.0624
0.4901,0.0269,0.0121,0.0085
0.1174,0.8581,0.027,0.0004
0.4891,0.0463,0.0453,0.0044
0.3409,0.1417,0.3379,0.0297
0.2938,0.7669,0.3856,0.0275
0.1454,0.0154,0.3657,0.0033
0.309,3.6451,0.3667,0.0021
0.0802,0.2755,0.8329,0.0065
0.1054,0.1316,0.2978,0.008
0.3315,0.1277,0.021,0.0553
0.4898,0.2748,0.405,0.0708
0.4897,0.6254,0.1601,0.0182
1.6658,0.3035,0.2333,0.0115
0.202,0.7152,0.0039,0.0013
0.0119,1.5255,0.9402,0.0126
0.7251,0.2669,0.298,0.065
0.6553,0.0829,0.4064,0.0083
40.838,1.5223,0.0185,0.001
40.3632,1.48,5.228,0.0158
40.1941,0.6296,0.3901,0.0142
0.4879,0.045,0.6176,0.3404
0.3395,0.1293,5.1065,0.0008
16.7994,3.665,0.3938,0.0013
1.652,0.7263,0.3908,0.091
0.7083,0.5504,0.3134,0.05
0.0914,0.2548,0.3406,0.0093
0.4895,0.0559,0.8268,0.0149
0.4869,0.3093,0.4052,0.0007
0.2046,0.0112,0.235,0.0276
0.1906,0.0584,0.0085,0.0189
0.4557,1.9997,0.3995,0.0091
0.4561,0.283,0.3665,0.0114
0.3817,0.8208,0.7327,0.0059
0.4659,0.6006,0.0174,0.0056
19.8543,0.1446,0.233,0.0098
0.4894,0.2774,0.3972,0.0571
0.7076,0.5517,2.8707,0.3846
0.016,0.138,0.3379,0.0199
0.2376,1.9923,0.158,0.2183
0.708,0.2939,1.1567,0.0283
8.2595,0.0063,0.1601,0.0272
0.1572,0.0577,0.0121,0.0307
0.1803,1.4828,0.2555,0.0309
0.1045,0.1787,0.1181,0.0173
0.1956,1.6742,0.0323,0.1189
0.0877,0.177,0.3667,0.0297
0.7087,0.2773,0.401,0.1874
0.4579,0.2733,0.2447,0.0346
0.3366,0.2582,0.315,0.0006
0.7066,0.3561,5.0989,0.0015
0.654,0.0905,0.1072,0.0262
0.0022,1.997,0.8043,0.0001
0.3294,0.8324,0.2797,0.0206
40.7467,0.6778,0.406,0.0014
0.5647,0.3621,1.4665,0.0055
0.4659,0.2818,0.0925,0.0195
0.1893,0.1281,0.315,0.008
0.1086,0.279,5.2103,0.315
0.7681,0.0042,0.0174,0.0201
0.3225,0.3342,1.4999,0.0003
0.1539,0.3239,0.4172,0.0007
0.1014,0.1784,0.0171,0.0033
16.7441,0.1259,0.3184,0.0277
0.6538,0.3316,0.0794,0.0005
0.0167,1.6778,0.8022,0.2243
0.1895,0.0392,0.0029,0.0195
0.4557,0.1253,0.0184,0.0243
0.2005,2.0042,0.7332,0.0011
0.4734,0.5504,0.3107,0.0001
0.7996,0.011,0.1133,0.0003
0.311,0.0435,0.2567,0.0205
0.0171,0.7154,0.2562,0.0267
8.3154,0.177,0.229,0.0022
0.3161,0.0648,0.316,0.0877
0.1131,0.5496,0.1527,0.3412
0.3086,0.2797,0.2341,0.0019
0.3237,0.001,0.3881,0.0003
0.7246,0.2924,0.3903,0.0063
0.2351,0.7587,1.4469,0.0968
0.1162,0.2593,0.8041,0.0119
0.3148,0.2636,0.0191,0.0205
0.1171,0.1769,0.038,0.4026
0.7881,0.5987,0.1079,0.0173
0.0635,1.5237,0.1596,0.003
0.4883,0.2563,5.1068,0.02
20.5096,0.2861,0.2425,0.0922
0.471,0.0065,0.4049,0.0237
0.707,0.7622,0.1777,0.0301
0.4896,0.0015,0.3272,0.0087
20.6781,1.9888,0.7787,0.0088
0.0041,0.628,1.1704,0.0211
0.19,0.0675,0.1084,0.229
3.2874,0.0081,5.2635,0.0094
0.1903,0.697,0.2359,0.017
39.2922,0.1495,0.098,0.3121
0.3198,0.0115,1.1521,0.0007
0.4661,0.3571,0.0243,0.0299
0.4732,1.6819,0.8466,0.007
0.4646,0.281,0.2413,0.2366
0.4884,0.2859,5.2336,0.0016
0.2931,0.1232,1.4832,0.0306
0.3164,0.0277,0.3176,0.0068
0.4846,0.2626,0.0276,0.0015
0.1063,0.5383,0.5932,0.0008
0.1995,0.0736,0.1533,0.0919
15.0043,0.2977,0.0185,0.0009
0.3159,1.6895,0.0961,0.0014
3.3157,0.0078,0.3362,0.0556
0.2832,0.2383,0.1147,0.0924
0.4668,0.2567,0.0073,0.0016
3.2725,0.3623,0.8057,0.0233
20.6616,0.3585,0.0282,0.0035
0.2889,0.249,0.0744,0.0202
0.1638,0.7159,1.1642,0.0014
0.0981,0.272,1.1548,0.0719
3.297,0.552,0.5928,0.1146
0.3358,0.3618,0.032,0.0194
0.1009,0.1067,0.3202,0.0189
0.4652,0.5356,5.2453,0.0842
1.7148,0.5996,0.4053,0.0172
0.2363,0.2782,0.803,0.0012
40.3141,0.1261,0.4054,0.0417
14.9863,0.6281,1.5284,0.0659
14.9936,0.2761,0.0119,0.0264
0.1078,0.5375,0.3238,0.0844
0.0041,0.1195,0.0265,0.0318
0.4651,0.1513,0.8106,0.0224
0.31,0.0452,0.2411,0.0037
0.5649,0.8238,1.5024,0.0534
0.3837,0.1269,1.4849,0.0017
0.1761,0.0256,0.0035,0.0448
0.1574,0.1134,0.3672,0.1029
0.1819,1.6857,0.3361,0.0003
0.3382,0.7235,0.9446,0.0003
0.1545,0.0839,0.0104,0.0032
0.1044,0.0227,0.0771,0.0047
0.7248,0.5498,0.5919,0.0035
0.2053,0.6477,0.8041,0.1021
0.168,0.0439,0.0178,0.0106
0.0354,3.6232,0.025,0.001
0.7257,0.0251,0.0324,0.0788
0.1255,0.0472,0.3111,0.0024
0.1873,0.6283,0.8018,0.005
0.5916,1.9858,0.0222,0.0019
0.1072,0.0051,1.1589,0.0061
0.3185,0.3274,0.3175,0.0037
0.4898,0.6023,0.7824,0.0652
40.2563,0.536,0.7944,0.0032
0.6596,0.3615,1.1681,0.0304
0.4854,0.0892,0.1416,0.0001
0.2026,0.0321,0.7877,0.0231
0.6686,0.1769,0.0077,0.3681
0.3174,1.6719,2.9494,0.005
0.7248,1.9875,0.3067,0.3697
0.1803,1.6796,0.3897,0.0193
8.5129,0.7487,0.1575,0.0227
0.0003,0.725,1.5038,0.109
1.8756,0.6008,0.0113,0.0007
0.658,3.6583,0.02,0.0086
20.6428,0.0197,0.1153,0.0041
0.2416,0.736,5.0801,0.0296
0.2505,1.6757,0.9343,0.102
0.2363,0.3637,0.9388,0.0154
0.1643,1.6777,0.5938,0.0801
0.5643,0.8223,0.8516,0.0008
0.5904,3.1613,0.0097,0.0289
0.001,1.9961,0.3376,0.0179
0.0122,0.2808,0.3687,0.0228
0.4727,0.0274,1.158,0.0053
0.3375,2.0048,5.1104,0.0203
0.0009,1.6783,0.0455,0.0285
0.3457,0.3587,0.011,0.0252
0.5657,0.3031,0.1598,0.0089
8.2252,0.3095,0.0078,0.0279
0.2032,0.2402,0.2455,0.2982
1.6911,0.2713,0.015,0.0221
1.8745,1.9747,0.0184,0.0043
3.2687,3.6463,0.2553,0.0113
0.1373,0.8015,0.0043,0.0033
0.4872,0.1533,0.1316,0.0343
0.4732,0.0791,0.3163,0.0021
0.4659,1.4848,0.8513,0.0081
0.189,0.6013,0.0142,0.0022
0.001,0.7309,0.4059,0.0132
0.1583,0.3046,0.3422,0.0016
17.1841,0.5499,0.0107,0.0225
0.0031,0.1171,0.0211,0.0846
0.5653,0.2594,0.015,0.3536
0.1067,0.7202,0.0125,0.0005
0.6528,1.9859,0.8384,0.0495
0.2037,0.6275,0.188,0.0006
0.2443,0.7392,0.0567,0.004
0.236,0.2549,0.0214,0.0308
0.3479,0.2884,0.1586,0.3546
0.4953,0.2854,0.0315,0.0346
0.1861,0.6021,0.0211,0.1799
0.1611,0.8717,0.0767,0.0028
1.7102,0.6643,0.3669,0.3541
0.1082,0.0038,0.0748,0.0264
0.7244,0.115,0.3865,0.0551
0.0155,2.0062,2.9329,0.0009
0.2586,1.4855,0.313,0.0355
0.09,0.6312,0.2569,0.0966
0.4891,0.5359,5.0871,0.0763
1.8688,0.1254,0.0971,0.0292
0.489,0.0652,0.0131,0.0037
0.4895,3.6402,0.2579,0.03
0.1652,0.5377,0.6176,0.0721
0.7969,0.1771,0.0123,0.002
0.0194,0.147,0.4052,0.0002
0.4885,0.6001,0.3073,0
0.3261,0.7272,0.2309,0.0002
0.1023,0.1035,0.0143,0.0626
0.0162,0.1207,0.011,0.0161
0.3517,0.0349,0.0116,0.0314
0.1058,0.6312,0.017,0.0614
0.1619,0.1792,0.0183,0.4073
0.2534,0.7584,0.2428,0.0049
0.1034,1.9977,0.8126,0.0037
0.4875,0.02,0.4042,0.3205
0.0661,0.1429,0.01,0.3
3.2215,0.715,0.1246,0.014
0.204,0.2791,0.2446,0.1764
0.7081,0.5505,0.4083,0.0116
0.0627,0.303,0.9408,0.0214
0.4642,0.2559,0.2439,0.0733
0.6582,0.552,0.1107,0.0011
0.4957,0.1168,2.9149,0.004
16.6451,0.1626,0.7734,0.0107
0.3132,0.0021,0.7787,0.0281
0.652,0.0119,0.2079,0.0139
0.0117,0.0736,0.0154,0.0042
0.1598,0.1503,0.1774,0.0303
0.1756,0.303,0.5937,0.0017
0.2023,0.7535,0.7459,0.011
0.3329,0.3318,0.3676,0.0317
1.6493,0.2916,0.2463,0.0723
0.3354,0.6247,0.3646,0.0701
16.7878,0.7205,0.1781,0.0064
0.1889,0.0483,0.1161,0.086
0.0586,0.1104,0.0292,0.0057
0.3258,0.2509,0.2443,0.0253
0.3064,0.1255,0.3675,0.0222
0.2439,0.1474,0.2428,0.0163
0.1138,0.1163,0.0184,0.0182
0.3394,0.6253,1.4758,0.0007
0.3293,1.6875,1.1739,0.1775
0.8038,0.538,0.1583,0.0593
0.4887,1.9766,5.0649,0.0234
7.3501,0.3292,0.107,0.031
0.0717,0.2908,0.1583,0.0658
0.5645,0.125,0.7936,0.0004
0.3621,0.0991,0.3048,0.0167
3.3055,0.5977,2.9423,0.0051
1.8017,0.1474,1.1533,0.0833
0.3339,0.1463,0.1577,0.0325
0.3096,0.2734,0.9449,0.0205
0.2215,3.6514,0.7721,0.0268
0.1923,0.0926,0.16,0.0164
0.0192,0.0184,0.2416,0.0013
0.1733,0.3103,0.1571,0.0042
1.6594,0.2511,0.2434,0.0196
0.0153,0.0958,2.8564,0.028
0.4919,0.2389,0.2093,0.0085
0.2723,0.6033,0.0208,0.1913
0.4872,0.2812,2.8934,0.4056
0.1054,0.7406,0.306,0.0071
40.3946,0.5369,0.1045,0.0298
0.4848,0.6286,2.9386,0.0606
0.2919,0.2725,0.0153,0.0608
0.3373,0.3067,0.8251,0.0001
0.5915,0.06,0.1124,0.0011
0.0141,0.1142,0.3062,0.0006
0.0737,0.118,0.9366,0.0501
0.1932,0.1783,0.229,0.0925
0.2365,0.2583,0.312,0.0014
0.1159,0.3348,0.231,0.0014
1.6895,0.1456,0.2557,0.0205
0.1083,0.0645,0.3038,0.2509
0.4881,3.1658,0.4042,0.0702
0.655,0.2851,0.227,0.0142
3.193,3.6567,0.006,0.2444
0.4887,3.6506,0.2163,0.0296
0.2384,0.1441,1.1683,0.0298
0.1965,0.1269,0.0448,0.0294
0.5638,0.6735,0.4152,0.0013
0.1917,0.1534,0.4055,0.3422
0.3358,0.1423,0.9347,0.0028
8.4794,0.177,2.986,0.2211
0.4872,0.6756,0.8132,0.0132
0.3169,0.0069,0.3047,0.3928
0.3153,0.1259,0.3674,0.03
3.279,0.1788,0.2334,0.0358
0.1915,0.0279,0.0584,0.0118
0.0401,0.0454,0.8131,0.2894
0.2815,0.0595,0.0342,0.0025
0.2961,0.2815,5.1266,0.0011
0.0456,0.2776,2.9392,0.0002
0.1872,0.7237,0.1777,0.0017
0.457,0.3015,0.1313,0.3702
7.3916,0.0319,0.0168,0.0257
0.4732,3.1542,0.3154,0.0953
0.2037,0.1439,0.4052,0.0025
3.1966,0.0481,0.2569,0.0905
0.4881,0.29,1.1643,0.003
0.3503,0.5501,0.1055,0.0003
0.2516,0.7304,2.9451,0.0027
0.3079,0.1263,0.7985,0.0029
0.5646,0.007,0.3194,0.0119
3.2836,0.5976,2.8936,0.0868
0.2024,0.7054,0.1025,0.0014
0.1045,0.1657,1.1536,0.0252
0.4649,3.1505,0.0451,0.0327
0.004,0.1418,0.2191,0.0231
0.1884,0.2807,0.2269,0.0301
0.5643,0.0417,2.9419,0.0259
20.1353,0.6035,0.005,0.0095
0.0065,1.9829,0.0203,0.1785
0.794,1.6747,0.3893,0.0015
0.2017,0.7293,0.0116,0.3676
39.0896,0.0574,0.2431,0.0016
0.4561,0.6993,0.1193,0.0127
0.3585,0.0334,0.1151,0.0001
0.7256,0.2597,0.3116,0.0123
0.5656,0.0561,0.0684,0
0.5911,0.0065,0.0969,0.0539
0.1884,0.1172,0.2646,0.1658
17.2491,0.2578,0.3681,0.0329
0.1923,0.1472,0.7787,0.0002
0.0188,0.0252,0.3093,0.001
0.6511,1.6694,0.255,0.0268
0.7869,0.0632,0.7215,0.0314
0.5658,1.677,0.0206,0.0011
1.8002,0.128,0.1029,0.0539
0.0167,0.7482,0.0031,0.0318
0.7068,0.0501,0.7435,0.0728
0.0948,0.6265,0.1603,0.0253
0.6685,0.3037,2.8549,0.2243
0.2022,0.302,0.316,0.387
17.2101,0.7178,0.3091,0.3751
0.8039,0.118,0.0156,0.0089
0.3283,0.2767,0.1488,0.0869
0.4897,0.1159,1.1576,0.0113
0.1133,0.2524,0.9372,0.0289
40.9802,0.6277,0.3666,0.0289
0.1085,0.7306,0.4057,0.0019
3.2627,0.124,0.2422,0.0171
8.2184,0.6027,0.9365,0.0061
0.6591,0.5351,0.176,0.0002
0.1343,3.1673,0.2424,0.2415
0.1614,0.5525,0.1615,0.0264
0.1298,1.9766,2.9153,0.0318
0.1316,0.2772,0.3085,0.0072
0.5644,0.0687,0.2435,0.0016
0.5646,0.0084,0.1161,0.033
0.6586,0.1786,0.1115,0.0114
0.4559,0.5506,0.2561,0.008
1.652,0.5507,0.7944,0.0003
0.0115,0.1247,0.2432,0.0318
19.6382,0.2396,1.1695,0.0073
0.1837,1.9921,0.1595,0.0003
0.3419,0.8094,0.0947,0.0112
0.7073,0.2779,0.0764,0.0008
0.7954,0.5953,0.3964,0.0029
0.1902,0.6046,0.0098,0.0812
16.8909,0.246,0.0949,0.0012
0.018,0.6294,0.0285,0.1153
0.4655,0.309,0.1396,0.0304
0.5908,0.0131,0.1567,0.0005
0.5908,0.2667,0.1003,0.0305
0.5909,0.1787,0.5943,0.0034
0.1058,0.1204,0.0114,0.0044
0.0904,0.3252,0.0161,0.0009
0.4713,1.9906,0.8008,0.0242
0.191,0.3586,0.0106,0.01
0.1343,3.6381,0.0031,0.0134
3.2088,0.0605,0.3116,0.0011
0.0126,0.026,0.6178,0.0211
3.1934,0.5512,0.0166,0.0316
0.1066,3.1589,0.3425,0.278
0.4877,1.9862,0.0192,0.0041
0.2429,0.1763,0.1567,0.0005
0.0113,1.9964,0.7285,0.0001
0.2033,0.0738,0.3242,0.0982
1.859,1.9764,1.499,0.0001
0.0151,0.0063,0.2165,0.0773
0.7245,0.5527,0.3858,0.0297
39.1232,0.1157,2.8947,0.0175
0.1191,0.2807,0.0126,0.0019
0.1131,0.2908,0.3915,0.0654
0,0.278,0.8519,0.0112
0.4654,0.6019,0.2436,0.0187
0.3087,0.5504,2.8924,0.0031
0.1049,0.2602,0.3665,0.0342
0.8085,0.2774,0.0117,0.0087
16.911,0.2711,0.0021,0.0322
0.1803,0.0808,0.3146,0
1.6253,0.3277,0.0437,0.0001
0.1889,0.1632,0.012,0.0639
0.1769,0.1164,0.5933,0.169
0.0001,0.3166,0.2327,0.2243
0.1787,1.5235,0.0119,0.0004
0.3131,0.6321,0.0071,0.1776
0.1893,0.358,0.1159,0.0295
1.7099,0.2799,0.148,0.0743
0.0153,1.6727,0.0247,0.2277
16.5625,0.1579,0.2446,0.0015
0.5894,0.0962,0.7438,0.0674
0.1907,0.1307,0.4052,0.3042
0.2036,1.484,0.0115,0.0918
0.4543,0.1391,0.2291,0.0143
0.4558,1.6828,0.2422,0.0088
0.3372,0.5525,0.2416,0.0638
8.4189,0.1282,0.0211,0.3998
0.1205,0.6005,0.7891,0.0321
0.0204,0.0024,0.2567,0.0006
0.1102,0.5514,0.0133,0.0255
0.708,0.0437,0.6185,0.2296
0.1539,0.6284,2.93,0.0165
0.1819,0.0024,0.1759,0.0049
20.78,0.0801,0.074,0.09
0.0013,0.384,0.1311,0.0007
0.1451,0.291,0.1764,0.0014
0.3368,0.0998,0.5928,0.0986
0.1444,0.0858,0.0068,0.0226
0.4646,0.1461,1.1579,0.0038
0.4882,0.2784,0.8225,0.0154
0.1898,0.3202,0.3202,0.3989
0.4654,0.124,0.0302,0.0239
0.0029,0.0295,0.0118,0.3681
0.3321,0.0139,0.0748,0.0027
0.7077,1.6688,0.0016,0.2801
0.1819,0.0176,0.9403,0.0239
0.1733,0.2908,0.82,0.0144
0.5646,0.736,0.3205,0.0227
0.3258,0.2896,0.6174,0.0308
3.1673,0.2867,0.0763,0.0021
7.3386,0.0543,0.0125,0.0024
0.0313,0.693,0.4231,0.0842
0.0141,0.0177,0.2464,0.0131
0.1432,0.5364,0.1787,0.0296
0.4719,0.6307,0.1581,0.4071
3.2987,0.265,0.7928,0.0077
0.6675,0.2803,0.5928,0.0204
0.4899,0.0283,0.5941,0.0019
0.3271,0.2502,0.5931,0.2933
0.1073,0.1513,0.2341,0.21
0.1576,0.7306,0.8008,0.0029
0.1317,0.1227,0.7782,0.0353
0.1751,0.8365,0.3117,0.0255
0.0887,0.5381,0.1447,0.3297
0.1082,0.5377,0.0322,0.0213
0.1902,0.0392,0.8475,0.0574
0.4887,0.1251,0.2488,0.003
0.4561,0.1794,0.1373,0.0025
0.1373,0.1439,0.0752,0.0028
0.4567,0.0064,0.5938,0.0042
0.0695,0.1181,0.0834,0.0027
0.1071,0.0128,0.3445,0
0.0116,0.0573,0.0748,0.0019
1.8334,0.5347,0.03,0.3435
20.6263,0.5503,0.0283,0.4042
0.0609,0.0358,1.5068,0.1102
0.3069,0.321,1.1738,0.0325
0.2033,0.2914,0.0025,0.0315
0.8031,0.0432,0.7548,0.0319
0.1012,0.03,0.2473,0.0152
8.4939,0.2642,0.8024,0.0201
0.591,1.6786,0.4063,0.2296
0.2017,0.1534,0.7946,0.0006
0.708,0.5518,0.3272,0.0025
0.7077,0.0064,0.4121,0.0232
7.3187,0.1187,0.3668,0.0021
0.6674,0.8094,0.006,0.0285
0.564,0.2545,0.3185,0.0305
8.2625,0.0627,0.0202,0.0029
0.0016,0.0375,0.4055,0.016
0.6536,0.3044,0.0348,0.0639
0.1385,0.601,1.5208,0.0009
0.0831,0.0202,0.242,0.024
0.5636,1.5171,0.4055,0.0082
0.313,0.5374,0.0732,0.0462
0.0166,0.6044,0.7947,0.1004
0.1074,0.2949,0.9373,0.0025
0.0009,0.3424,1.5173,0.0252
0.2363,0.6283,0.1007,0.024
39.5483,0.0143,0.1798,0.007
0.0697,2.001,0.2078,0.0014
14.9603,0.1483,0.4188,0.2682
0.002,0.3226,0.8352,0.0851
0.1078,0.1253,0.3684,0.001
1.87,0.1258,0.8251,0.023
0.0161,0.0884,0.0137,0.0048
0.7754,0.2763,0.0709,0.0004
0.0226,3.6253,0.0156,0.0303
0.7961,0.2869,0.4133,0.0026
0.4583,1.6772,0.0658,0.0659
0.6542,0.1549,0.5943,0.0448
1.7128,0.6989,0.0247,0.0308
0.2024,0.1409,0.0209,0.0089
0.1723,0.2782,0.1788,0.006
0.1955,1.4882,0.4034,0.4199
0.1742,0.3354,0.6177,0.0046
0.1896,0.752,0.0178,0.0003
0.2032,0.0622,0.3163,0.0319
3.1713,0.18,0.3067,0.0054
0.166,0.1226,0.7799,0.0005
0.473,0.6272,0.0089,0.0032
7.415,0.5505,0.0799,0.4558
0.3495,2.0012,0.1067,0.0294
0.7251,1.6912,0.0179,0.0195
0.0407,0.2914,0.7885,0.3596
0.4726,0.7428,5.0942,0.0171
0.325,0.5377,0.233,0.1819
0.8031,0.1487,0.2261,0.0246
0.6536,0.1778,0.309,0.0025
0.032,0.2391,0.9342,0.3
0.3273,0.3593,0.0815,0.0094
1.8639,0.5517,0.2569,0.0281
0.4563,0.3629,0.3357,0.0289
40.7149,0.2657,0.2573,0.0193
0.4657,0.1254,0.2324,0.0269
0.1308,0.289,0.1575,0.0002
0.0673,0.0257,0.247,0.0118
0.7254,0.0898,0.2401,0.0139
0.591,0.1786,0.3428,0.0762
0.1632,0.2722,0.1791,0.0012
0.4542,0.2784,0.2444,0.0006
0.7251,0.5363,0.0232,0.3791
1.6455,0.0584,0.7314,0.025
0.4564,1.6817,0.1582,0.0354
0.3055,0.1789,0.0175,0.0016
0.5906,0.2594,0.3677,0.011
0.0152,0.5977,0.6177,0.0083
0.4697,0.1796,0.3053,0.0803
0.5642,0.2836,0.3123,0.0026
0.0012,0.2865,0.3878,0.0113
40.5473,0.0026,0.1161,0.0683
0.4568,1.4849,0.2307,0.002
8.2423,0.538,0.8381,0.029
0.0187,0.0119,0.0901,0.0304
0.0188,0.1204,0.619,0.0011
0.1929,0.2679,0.1371,0.0011
0.2037,0.5504,0.0197,0.0725
0.3173,0.2842,0.9327,0.0706
0.4706,0.7425,0.3851,0.0003
0.0171,0.7283,0.2297,0.0258
0.1869,0.049,0.0205,0.0162
3.1977,0.7291,0.0168,0.0042
0.3271,0.014,0.401,0.0092
0.4559,1.5309,0.0147,0.005
0.2379,0.601,0.1772,0.0091
0.5644,0.1153,0.392,0.0312
39.1148,0.2859,5.2477,0.0218
0.361,0.011,0.0766,0.0015
0.0999,0.5519,0.0108,0.076
20.1039,0.5526,0.7872,0.0056
1.6479,0.2785,0.2132,0.4028
0.0659,0.1276,0.8178,0.0017
20.424,0.0488,0.2573,0.0094
20.5841,0.1444,0.6186,0.0006
0.6545,0.2811,0.3035,0.16
0.0661,0.1217,0.0029,0.0359
0.4886,0.0043,0.028,0.0084
0.3325,0.0121,3.0203,0.0069
0.2842,0.1097,0.3914,0.1219
3.2985,0.1249,0.3066,0.012
0.6687,0.7612,0.309,0.0113
0.6551,0.1099,0.0464,0.0336
0.1875,0.1136,0.3682,0.0033
0.3086,0.0634,2.9077,0.3136
0.456,0.7415,0.4051,0.1116
0.2988,0.6825,0.8546,0.0006
7.3736,1.9971,0.3664,0.0773
0.3128,0.5513,0.312,0.0322
0.6548,0.1055,0.0814,0.4014
20.8493,0.0942,0.0746,0.1922
0.0431,0.1765,0.0192,0.179
7.3888,0.3163,0.5943,0.001
0.7082,0.2701,0.0132,0.0739
0.1899,0.2396,0.3348,0.021
0.2896,0.799,0.4058,0.1603
0.0046,1.9934,2.8678,0.032
0.708,0.2899,0.0209,0.01
40.2785,0.1228,0.0174,0.0002
0.4894,0.122,2.9803,0.0028
0.1587,0.2564,0.3667,0.3697
39.0518,0.5978,0.258,0.3484
20.7776,0.2901,0.5944,0.103
0.5912,0.0049,0.7895,0.0819
0.2864,0.6295,0.7256,0.0319
0.1982,0.7072,0.3293,0.0284
3.192,0.2877,0.0999,0.3
0.6583,0.0059,2.9052,0.083
14.9916,0.1157,0.2435,0.0041
0.2901,0.3324,0.3282,0.0108
0.667,0.705,0.011,0.0151
0.3364,0.0156,2.8318,0.0027
0.0429,0.2392,0.0854,0.0124
0.0207,0.5956,0.3892,0.0045
0.2013,0.8138,0.0774,0.001
0.2488,3.6293,0.2429,0.1673
0.3369,0.1471,0.3134,0.4102
0.1053,0.0981,0.0261,0.0789
0.4883,0.5515,0.2449,0.0975
0.309,0.2901,5.2192,0.0274
0.4652,0.709,5.0658,0.1078
0.6545,1.4806,0.0138,0.0025
0.1027,1.9876,0.4044,0.0934
0.2961,0.7286,0.3896,0.0013
0.4727,0.0345,0.3425,0.0022
0.4927,0.5981,0.0035,0.0284
1.7953,0.179,1.4726,0.0003
20.7301,0.2586,0.9385,0.3445
0.1511,0.1165,0.1576,0.0101
0.015,0.1756,0.1788,0.3496
0.1567,0.1797,0.1558,0.0023
0.002,0.1558,0.0168,0.0206
0.4934,0.0444,0.9458,0.1994
0.6706,0.6283,0.3681,0.0032
1.6972,0.0762,0.6181,0.0748
0.5639,0.289,0.0103,0.0804
0.5912,0.1353,0.158,0.0268
3.1685,0.2728,0.015,0.001
0.1266,0.0606,0.0125,0.2211
0.0324,0.1771,0.1043,0.0306
0.457,1.6798,0.34,0.0463
0.4884,0.5363,0.0243,0.0215
0.017,0.5523,0.1027,0.0018
0.0013,1.6851,2.8488,0.3992
0.3284,0.6286,0.2474,0.0908
0.0052,0.0225,0.0648,0.0027
0.2956,1.6773,0.3861,0.0008
0.0261,0.1244,0.0744,0.0963
1.7982,0.2925,0.0354,0.2287
40.3364,0.2789,1.5331,0.1788
0.1226,0.1559,0.0189,0.0024
0.1897,0.0771,0.1814,0.0326
0.1682,0.0405,0.9348,0.0661
0.0134,1.5308,5.0693,0.0005
1.8071,1.5239,0.3067,0.0215
0.3176,0.2786,0.0029,0.001
7.375,3.6424,0.1769,0.0654
0.6528,0.5524,0.332,0.1877
0.0004,0.5521,0.0056,0.0227
17.2023,0.5503,0.3265,0.1136
