N,2N,3N,I2
0.0184,0.5381,0.0272,0.1057
1.7986,0.0366,0.0218,0.0001
0.3929,0.537,1.1702,0.0074
0.6561,0.1273,1.4687,0.0299
0.1017,0.6277,0.0344,0.0009
0.2062,0.0494,5.0936,0.0826
17.1729,0.0203,0.8393,0.0148
0.2512,0.1541,0.0364,0.0247
0.1561,0.1435,0.0204,0.0701
0.6552,0.1768,0.0156,0.029
0.4707,0.1405,0.1784,0.0017
8.5133,0.2364,0.752,0.0022
0.6534,0.1509,0.0167,0.0222
0.3435,0.0108,0.0105,0.0164
0.3174,0.1793,0.0168,0.0148
0.1263,0.2739,0.799,0.0262
0.4863,0.2516,0.7887,0.0016
0.7075,0.6655,0.2247,0.0031
0.1583,0.1149,0.8129,0.0032
19.8958,0.1271,0.2391,0.0649
8.5238,0.0731,0.2257,0.0019
0.3263,0.0344,0.3669,0.0013
0.471,1.9992,0.8196,0.0252
0.4667,0.298,0.1776,0.0356
14.9643,0.1255,0.0171,0.0142
0.0637,1.5285,0.3228,0.0246
0.1917,1.9871,1.4703,0.0015
0.0164,1.53,2.8875,0.0501
20.0861,1.6822,0.0165,0.0021
1.6625,1.4833,0.2291,0.0154
19.8543,0.5374,0.0154,0.0097
0.2562,0.2545,0.3103,0.004
0.327,0.5517,0.3914,0.0017
0.1037,0.1653,0.2295,0.0207
0.7975,0.0703,2.939,0.0706
0.002,0.3359,0.4045,0.0019
0.2549,0.0303,0.3672,0.0003
0.0806,0.1483,0.617,0.0694
0.707,1.9897,0.2443,0.0442
3.265,0.1167,0.5933,0.0089
0.2981,3.6613,0.8378,0.0273
0.3333,0.0961,0.3893,0.0005
3.1997,0.1231,1.1712,0.0047
0.0155,0.5512,0.0208,0.0154
0.1893,0.1253,0.1475,0.0222
0.1684,3.1465,0.3428,0.0002
0.2029,0.5374,0.2341,0.0013
0.1565,0.3547,1.4799,0.0022
0.1357,0.1142,0.0282,0.0253
0.4563,0.0206,0.0836,0.0774
3.1878,1.9917,0.2434,0.0038
0.1669,0.2407,0.2266,0.1597
3.2784,0.2963,0.1812,0.0162
0.3029,0.2899,0.7329,0.1603
0.0158,0.2551,0.3053,0.0238
20.6216,0.0359,0.3129,0.0646
0.3318,0.2791,0.2431,0.0268
0.206,0.2899,5.2583,0.0671
0.4558,0.139,0.1574,0.012
0.3195,0.5352,0.9488,0.0279
0.7256,0.2831,0.0154,0.003
0.7799,0.1761,1.1715,0.0243
16.7507,0.2907,0.1783,0.3538
0.1947,0.5518,2.8521,0.0012
0.1148,0.1224,0.0113,0.0015
0.1943,0.5373,0.1596,0.16
0,0.0152,0.7746,0.3425
0.4647,0.2825,0.4047,0.0009
0.2052,0.2913,0.0752,0.0007
3.3014,0.1785,0.0961,0.0088
0.3327,0.1477,0.0849,0.0264
0.2531,0.7874,2.9024,0.0041
0.4817,0.6003,0.2443,0.0442
0.4565,0.1775,0.5931,0.0023
0.3347,0.1303,0.177,0.0037
0.0326,0.3024,0.2576,0.002
19.9861,0.0435,0.2143,0.0065
0.804,0.0189,0.3127,0.411
0.7688,0.6271,0.7194,0.0475
1.8816,3.162,0.6168,0.0724
1.6228,0.2919,0.8165,0.4222
0.1809,0.0263,0.008,0.0016
0.1905,0.5514,2.9928,0.2912
0.3354,1.531,5.0994,0.0011
0.4726,0.1253,0.0125,0.0387
1.879,0.5992,0.1554,0.4113
0.1911,1.989,0.8026,0.0039
0.4735,0.1775,0.4062,0.0113
0.3284,0.7274,0.7955,0.0814
0.0179,0.1638,0.9363,0.0195
0.7802,0.5378,0.8384,0.0735
0.018,0.2803,0.0008,0.0229
0.5906,0.8309,0.014,0.0927
0.3384,0.5978,0.4052,0.0083
0.6551,3.6321,0.013,0.0302
0.3257,0.1153,0.1096,0.0107
3.1659,0.1259,0.0237,0.0089
0.3258,1.6796,0.0023,0.0706
0.5641,0.178,0.2562,0.3617
0.204,1.5241,0.063,0.0694
0.18,0.0776,0.406,0.2915
0.0445,0.253,0.4479,0.0044
0.1414,0.2621,0.008,0.0008
0.1036,0.021,0.3089,0.0313
0.1611,0.3552,0.16,0.0078
16.9345,3.1562,0.3858,0.0072
0.5655,0.1339,0.2432,0.0705
0.6692,0.0933,0.3908,0.0051
0.2263,0.2886,0.9358,0.0356
0.4895,0.0057,0.2486,0.0244
0.195,0.728,0.9352,0.001
0.0506,0.0029,0.0204,0.0002
0.1769,0.6316,0.5941,0.0158
0.1062,0.2829,0.2385,0.0049
0.1417,0.0813,0.3926,0.0679
15.0017,0.5373,0.1769,0.0003
0.4877,0.683,0.0999,0.0053
0.2345,0.1775,0.8208,0.183
0.0022,0.6287,0.0137,0.0166
16.624,0.2911,0.3155,0.0024
0.3149,1.6771,0.0836,0.3194
0.2022,0.5966,0.0021,0.0127
0.7069,0.2717,0.0602,0.3468
0.0195,0.014,0.0162,0.0233
0.1653,0.0164,0.405,0.0003
0.6523,0.6042,0.8047,0.0965
0.0185,0.3243,0.2574,0.0349
0.3348,0.3598,1.4763,0.0175
0.1691,0.124,2.9895,0.0084
0.4914,0.7159,0.2376,0.0008
0.6576,0.0638,0.1449,0.0793
8.2248,3.153,0.2436,0.3515
0.2531,0.1231,0.406,0.023
0.804,0.6007,0.6176,0.0191
0.178,1.9921,0.3864,0.0308
0.3281,0.5385,0.3083,0.0179
0.0931,0.5381,5.225,0.0104
0.0908,0.633,0.0121,0.0037
0.466,0.1788,0.0407,0.0106
0.1734,1.6755,0.8182,0.1133
0.7258,0.1465,0.3671,0.0304
0.4652,0.7893,0.2575,0.2437
0.2364,0.1035,0.0155,0.0308
0.4661,0.0216,0.3881,0.0118
0.1052,0.7313,0.1173,0.0093
0.6509,0.1214,0.3126,0.0084
20.7824,0.1575,0.3414,0
0.1041,0.0882,0.7449,0.0122
0.4893,0.2803,0.1597,0.006
0.1481,0.0111,0.7895,0.1092
0.7257,0.1779,1.4757,0.0118
0.4711,0.0138,0.6187,0.0098
0.1056,0.3093,0.3134,0.0018
0.1876,0.1187,2.9786,0.0228
0.1018,0.3213,0.013,0.0393
0.2023,0.117,0.9423,0.0327
0.1561,0.1616,0.0163,0.0098
1.86,3.1625,0.1131,0.0277
0.4561,0.1257,0.0744,0.0002
0.2981,0.1271,0.2575,0.0202
1.8234,0.5975,5.2345,0.3165
0.6694,0.2696,0.406,0.2982
40.1675,0.1424,2.8583,0.0103
0.5916,0.1779,0.035,0.0019
8.2655,0.603,0.1146,0.0322
0.465,0.3046,0.3835,0.0743
20.7041,1.9895,0.0039,0.162
0.5645,0.8728,0.8501,0.3046
0.282,0.129,0.1366,0.0005
0.4826,0.5497,0.9324,0.0019
19.9244,1.6805,1.4725,0.0108
0.3267,0.5512,0.2251,0.0024
0.0172,0.25,0.3283,0.1088
0.3236,0.1758,0.1578,0.0302
0.2039,0.0236,0.0674,0
0.1806,0.3567,0.1186,0.0298
0.1519,0.5983,0.841,0.0254
0.1902,0.1263,0.1544,0.0005
0.0962,0.2869,0.3437,0.0077
0.6533,0.3282,0.2457,0.0181
0.6678,1.992,0.0132,0.0068
0.2174,0.0122,0.1581,0.2957
3.1709,0.0145,1.163,0.0327
0.7257,0.125,0.7822,0.3238
0.1634,1.5319,0.2133,0.075
0.4888,0.5499,0.2564,0.0031
0.5903,0.1158,0.24,0.013
0.4563,0.1224,0.179,0.0009
0.6697,0.6268,0.2561,0.0003
0.5909,2.004,0.0151,0.0188
0.7083,0.5524,0.1149,0.0011
20.0282,0.6278,2.9143,0.0186
0.6691,0.1417,0.106,0.0228
0.78,0.717,0.0216,0.0017
0.0929,1.5232,0.3229,0.0244
0.1328,0.5357,0.0158,0.0259
1.8893,0.036,2.9766,0.0329
0.0019,0.2604,0.7862,0.0186
0.1439,0.1244,0.6182,0.0809
0.4654,0.0015,0.8047,0.0295
0.5901,0.1178,0.1553,0.3854
20.6099,0.1245,0.0211,0.0057
0.1051,0.5506,0.0241,0.0946
0.1084,0.6274,0.2567,0.0335
0.6558,0.0406,0.8083,0.0949
0.3316,0.127,0.0821,0.0102
0.4712,0.2746,5.2323,0.0598
20.5935,0.1045,0.0834,0.0062
0.3329,0.2932,1.1544,0.0213
0.1157,0.3332,1.1712,0.032
0.1759,0.2616,0.7895,0.0009
0.1677,0.1412,0.3033,0.0525
3.1983,0.6013,0.0698,0.0252
0.3119,0.0119,0.017,0.0119
0.188,0.0016,0.1574,0.2325
0.3236,1.6784,0.0817,0.0156
8.3115,0.2604,0.1538,0.0196
0.6547,0.6283,0.4065,0.0209
0.1819,0.6288,1.1602,0.0072
0.2523,0.2795,2.8937,0.0046
0.658,0.1793,0.785,0.0098
0.2989,3.6286,0.0079,0.3567
0.1943,0.5368,0.889,0.0212
0.6723,0.6274,0.9338,0.0263
0.5642,0.5977,0.8008,0.0112
8.4069,0.538,0.3941,0.3425
0.1647,0.3329,0.0078,0.0199
0.1214,0.801,0.1326,0.0099
0.227,0.7128,2.829,0.0019
0.0017,0.0001,2.8544,0.0004
39.5999,0.124,0.8077,0
0.1834,0.036,0.2435,0.0101
0.0117,0.1274,0.0127,0.0008
0.2033,1.9939,0.6178,0.0798
0.5645,0.118,0.0862,0.0809
0.5645,0.5362,0.01,0.0013
0.1577,0.2375,0.2295,0.0179
0.1053,0.8094,0.0041,0.0566
0.328,1.6827,0.6164,0.0001
1.8674,0.2777,0.0864,0.0243
20.4748,1.5269,0.8352,0.0475
0.2365,0.003,1.4757,0.0089
0.4875,0.3049,0.0209,0.1632
0.5909,0.7112,0.7336,0.0692
0.1134,0.0606,0.0025,0.001
0.725,0.0047,0.0176,0.1687
0.4893,0.5365,0.4039,0.0079
0.1071,0.2578,0.0793,0.0584
0.131,0.0396,0.3238,0.0775
8.2772,0.7183,0.1759,0.1128
0.5912,0.1632,0.182,0.0304
0.1538,1.6735,0.1102,0.3071
0.7993,0.2586,2.9881,0.4042
0.025,0.5521,0.0222,0.181
0.1706,0.0339,5.2719,0.0087
0.0136,1.9851,0.234,0.0116
0.2338,0.2738,0.0755,0.0009
0.0897,0.6006,0.0195,0.0032
0.4647,0.0073,0.3139,0.0272
0.6689,0.1425,0.3368,0.1772
0.6684,1.6826,0.3348,0.1805
7.4235,0.0803,0.4042,0.0701
0.6541,0.6038,0.3991,0.0252
0.1703,0.31,0.0748,0.1189
0.1744,1.6814,0.6172,0.0069
0.5643,0.123,0.9393,0.0815
0.0735,0.6751,0.7683,0.0017
0.1173,0.2969,0.2381,0.0539
0.1891,1.9947,0.9392,0.08
0.4566,0.5379,0.0944,0.0086
0.1059,1.9829,0.3145,0.1029
1.7978,0.011,0.9353,0.0051
0.2048,1.9894,0.7842,0.1072
0.1065,0.5365,0.3411,0.0056
0.4559,1.6678,0.0117,0.377
0.3435,0.6275,0.0179,0.0289
0.489,0.5511,0.7963,0.0017
8.2807,0.0037,0.0947,0.005
0.0135,0.299,0.0175,0.0386
0.1051,0.0452,0.2424,0.1006
0.2522,0.2762,0.1781,0.0004
0.1038,0.758,0.2302,0.0093
0.1073,0.0153,0.0354,0.0343
0.2414,0.1367,0.0292,0.0751
0.0661,0.0283,0.3833,0.0162
0.0185,0.2767,0.5944,0.1065
40.5563,0.2905,0.2123,0.0345
0.0042,0.5527,0.5935,0.0007
0.4637,0.008,0.2566,0.067
0.4569,0.1262,0.1089,0.004
0.4883,0.7932,0.0398,0.0109
0.018,0.2551,0.5937,0.0058
0.6582,0.6275,0.0121,0.0023
1.6611,0.7981,0.4156,0.0099
20.723,1.6816,5.2314,0.0251
1.801,0.6875,0.2405,0.001
0.1758,0.0371,0.3381,0.0313
0.0202,0.7315,1.5061,0.0624
0.2975,0.1443,0.0056,0.1073
8.2256,0.2937,0.0972,0.0815
14.9876,0.6003,0.393,0.0014
0.7254,0.7372,0.3342,0.002
0.4879,1.982,0.9376,0.0006
16.7194,0.3075,0.2563,0.1741
0.6704,0.0273,0.0016,0.16
0.1398,0.0841,0.0147,0.0043
0.4566,0.5516,0.3426,0.0189
0.2951,0.0133,0.7953,0.0102
0.0965,1.6715,0.1813,0.0621
8.2338,0.7487,0.2441,0.0244
0.2571,0.278,0.3919,0.0094
0.4874,0.6271,0.405,0.3981
0.0174,0.6,0.1795,0.0042
17.2083,0.7306,0.0237,0.039
0.1313,0.3194,0.2955,0.2699
1.8281,0.7764,0.021,0.4085
0.2958,0.2824,0.7791,0.0735
16.7268,0.1533,0.0117,0.0001
0.4723,0.538,0.3927,0.0005
0.3233,1.9922,2.8697,0.0049
0.3422,0.5523,0.0195,0.0021
0.3607,1.9972,0.4056,0.0019
0.3149,0.2762,0.5939,0.0019
0.2392,0.6298,0.0166,0.0067
0.3359,0.0764,0.0206,0.0111
0.1784,0.1777,0.0947,0.061
0.4729,0.2711,0.1188,0.1054
0.1848,0.058,0.2338,0.0214
20.7064,0.3651,0.805,0.0969
0.4708,0.6027,0.8584,0.1601
0.0179,0.12,0.3896,0.0907
0.2445,0.2911,0.7998,0.0007
0.464,0.6026,0.0132,0.001
0.0687,0.6327,1.1681,0.0313
0.0721,0.2742,0.0963,0.0182
0.1168,0.0285,0.3686,0.022
0.0137,0.331,2.9803,0.0308
0.3128,1.4883,0.0104,0.0269
0.5646,0.1239,0.4207,0.2118
0.1538,0.5371,2.8533,0.0237
0.0178,0.1796,0.3854,0.0316
0.2051,0.1782,0.218,0.0048
0.1748,0.2596,0.3851,0.0755
0.1539,0.0678,0.5933,0.0044
0.5892,0.3313,0.1754,0.0013
0.3105,0.1453,0.6184,0.0299
0.1062,0.291,0.9378,0.0149
0.3406,0.551,0.2459,0.0305
0.0603,0.6964,0.7349,0.0194
0.4704,0.2844,1.1608,0.0299
0.0132,0.0086,0.0811,0.0211
0.4726,1.671,0.0108,0.0308
0.7785,0.1774,0.4141,0.1024
0.3334,3.1643,0.0313,0.0281
0.4894,3.1721,0.0858,0.0025
15.0124,0.1196,0.5942,0.08
0.7067,0.1104,0.4036,0.0346
0.1704,0.3324,0.1361,0.0084
0.0176,0.0141,0.6178,0.3625
0.1539,0.0622,0.0148,0.0006
40.7604,1.9905,0.2132,0.0072
0.4662,1.679,0.3884,0.0272
0.4896,0.5517,0.2565,0.0009
0.7076,0.7268,0.0066,0.0762
3.2955,0.1253,0.8804,0.0239
0.4648,0.0196,0.8457,0.06
0.3211,0.0057,0.083,0.0295
0.6573,0.301,0.7988,0.1738
0.1884,0.7103,0.5929,0.0919
0.3221,0.1308,0.0194,0.0827
0.3331,0.63,0.9443,0.0648
0.4915,0.2935,0.0101,0.0234
17.1988,0.5352,0.1595,0.0009
0.1913,0.7338,0.8335,0.0248
0.1888,1.6937,0.3133,0.0712
1.689,1.9815,0.2554,0.0335
39.7859,0.0026,0.0688,0.0108
0.313,0.127,0.6182,0.0323
0.0051,0.7198,0.1482,0.0091
0.1897,0.6861,1.5333,0.03
0.3267,0.2394,0.2466,0.0717
0.1739,0.535,2.9222,0.084
0.0645,0.8228,0.1477,0.0158
0.4562,0.7202,2.8473,0.0831
0.4734,0.058,0.8078,0.1151
0.7771,0.1461,0.2583,0.0272
0.466,0.603,0.2275,0.0027
3.1926,1.4817,0.5933,0.0014
0.7252,0.0689,0.0112,0.0069
0.013,0.7313,0.3656,0.1683
0.0261,0.1487,0.0182,0.0835
0.1338,0.1168,1.1596,0.031
0.3103,0.5373,2.8692,0.0006
8.2807,0.7917,0.023,0.0178
0.1085,0.1531,0.814,0.0087
0.0584,0.0091,0.3684,0.0067
0.1923,0.2721,0.1606,0.0302
20.0038,0.2908,0.0769,0.0069
0.4559,0.6004,0.0152,0.0005
0.7082,0.0035,0.3678,0.0553
0.3359,0.279,0.0205,0.0037
0.3217,0.0636,0.3674,0.0009
8.1717,0.0244,1.4724,0.2874
0.1846,0.5947,0.0254,0.096
0.6547,0.5361,0.0041,0.0322
3.2763,0.0705,0.2345,0.17
0.4653,0.2909,0.0146,0.0024
0.3044,0.6681,0.3194,0.004
0.4563,0.2579,0.0105,0.0222
0.4708,0.2792,1.5164,0.0028
0.7084,0.6007,0.2094,0.059
0.3508,1.4849,0.3021,0.0002
0.1037,0.1172,5.2073,0.0781
0.1326,0.0113,0.0023,0.011
0.1761,0.1256,0.8783,0.0018
0.1419,1.5271,0.0071,0.0637
0.0119,0.5356,0.1598,0.1734
0.5646,0.278,0.3875,0.0324
0.3289,0.5383,0.0838,0.0103
1.8133,0.6317,0.3155,0.0096
0.0833,0.2571,0.101,0.0195
0.5897,0.6004,0.401,0.0743
0.0181,0.1756,0.2586,0.0317
0.6566,0.6005,0.085,0.0347
3.2923,0.1252,0.3153,0.0008
0.3189,1.4852,0.0203,0.0975
0.4551,0.258,2.8776,0.0509
0.3273,0.0351,0.1573,0.006
0.0343,1.6908,0.3378,0.0003
7.3729,0.3596,0.3348,0.0707
0.102,0.5353,1.1644,0.0034
0.7258,0.0044,0.0371,0.2303
0.1092,1.5247,0.3481,0.027
0.0753,0.5372,0.3926,0.076
0.4715,0.0825,0.3226,0.0189
0.1127,0.0715,0.0228,0.0022
0.3008,3.6442,0.7523,0.0253
0.3364,0.73,0.2444,0.0799
0.2022,0.0366,0.4051,0.0002
0.3343,0.7426,2.9033,0.022
0.1626,0.3279,2.983,0.0328
0.5904,0.1166,0.8369,0.0513
16.8442,0.3296,0.315,0.0074
0.6544,0.1144,0.0129,0.0104
0.1004,0.2815,0.6174,0.0016
0.2481,0.8228,0.2326,0.3183
0.0458,1.5294,0.0101,0.0287
0.5913,0.6283,0.3678,0.0211
0.7252,0.0454,0.6184,0.0021
0.2956,0.6283,0.4046,0.0006
0.3369,0.2904,0.0537,0.3471
0.3343,0.156,0.2325,0.2221
40.0527,0.0353,0.2441,0.0399
0.1238,2.0046,0.6188,0.011
0.3339,0.5367,0.7711,0.0002
0.1258,0.5516,0.0204,0.0186
0.1441,0.6018,2.9811,0.0062
0.1546,0.0009,1.4725,0.0046
0.1751,1.9877,0.0806,0.0907
0.2906,0.1198,0.107,0.0073
0.1038,0.5523,0.0207,0.0007
0.7069,0.1757,0.0424,0.029
8.2428,0.6292,0.0336,0.3356
0.8041,0.1104,0.0106,0.0479
0.3476,0.1184,5.0801,0.0186
0.3203,0.1752,0.0241,0.0019
0.7254,0.7046,0.041,0.03
0.0405,0.5503,0.8061,0.0354
8.2286,0.0264,0.0225,0.0336
0.7257,0.2793,0.0738,0.0128
0.012,0.1781,0.9386,0.3486
0.7082,0.118,0.6187,0.0091
1.886,0.1391,0.0426,0.0018
0.6561,0.0325,0.5933,0.0209
0.3112,1.9858,0.8151,0.0013
0.0412,0.1252,0.1763,0.0147
19.7435,0.0187,3.011,0.0007
0.1848,0.1194,0.3199,0.3846
0.0191,0.0403,0.0164,0.0753
0.6549,0.729,0.3348,0.0306
0.1531,0.2975,5.2474,0.0203
0.0731,0.0249,0.0274,0.008
0.5639,0.1247,0.2553,0.0065
0.8032,0.0812,0.2507,0.3753
0.0039,0.1259,0.0148,0.0648
0.0032,0.0131,0.091,0.0251
0.4708,0.1401,0.243,0.001
20.8206,0.8039,0.4037,0.0085
1.7078,0.5521,0.4059,0.0315
0.0031,0.5972,0.1171,0.0022
0.7778,0.0385,0.0154,0.0217
1.7192,0.0648,0.0849,0.024
1.7915,1.5279,0.6184,0.0385
0.4557,0.0636,0.0933,0.001
0.2069,0.7415,1.1702,0.3906
20.8997,0.2735,0.0191,0.0109
0.2973,0.0334,0.1136,0.0017
1.8579,1.525,0.7858,0.3179
0.1104,1.6835,5.2536,0.0221
0.8087,0.1161,0.107,0.0005
0.3224,1.6794,5.2518,0.1713
0.3209,0.0256,0.3364,0.008
0.1841,0.2593,0.0398,0.0875
0.312,0.752,0.8052,0.0317
0.3148,0.1467,0.1323,0.0277
0.4878,0.0046,1.5136,0.0368
0.1817,0.5991,0.0019,0.0023
20.4286,0.1198,0.1559,0.0237
16.9437,0.1338,0.1727,0.0076
0.4879,0.7432,0.1769,0.0111
0.3087,0.837,0.2541,0.011
0.3258,0.0117,0.9313,0.4105
0.0192,0.0032,0.4063,0.0008
0.6522,0.0129,0.1579,0.0014
0.0126,1.9765,1.1602,0.0017
0.4964,0.1055,0.6171,0.0107
0.6683,0.6531,1.5391,0.3484
1.6986,0.0494,0.0769,0.0097
0.3339,0.0098,0.0023,0.3488
0.7709,0.2873,0.0657,0.0094
0.0554,0.0236,0.8448,0.0201
0.1764,0.2907,2.9989,0.3936
1.6478,1.9803,0.1598,0.0967
0.2778,0.6038,0.0882,0.0024
0.5909,0.6327,0.1139,0.0671
0.1049,1.9823,0.8018,0.0692
0.4568,0.1135,0.5938,0.0013
0.4882,0.6304,0.1791,0.0186
0.0113,0.0424,5.1077,0.0122
8.113,0.104,2.995,0.0017
14.9039,0.1688,0.3184,0.0297
0.4884,0.1174,0.3991,0.0185
0.1901,0.6628,0.2559,0.0218
0.4829,0.2548,0.0056,0.0139
0.7067,0.1443,0.3672,0.0296
16.6598,0.5999,0.0134,0.334
0.0121,0.629,0.0133,0.0012
0.1772,0.1521,0.1938,0.002
0.3062,0.7362,0.1764,0.0008
3.3153,1.4814,0.0164,0.0025
0.0002,0.1524,0.155,0.0967
0.4725,1.9825,0.0168,0.0046
0.7255,0.0564,0.0591,0.0307
0.7701,0.3124,1.167,0.288
0.0668,0.1272,1.5088,0.0036
0.4637,0.1516,1.1676,0.0049
0.0033,0.6278,0.0777,0.0162
0.1103,0.2835,0.2432,0.0068
0.1985,3.1747,0.5931,0.0004
0.7066,0.3077,0.0014,0.0002
0.1619,0.2771,0.3863,0.0008
0.0403,0.0137,0.1183,0.4
0.3253,0.2565,0.6171,0.0205
7.3673,1.6757,0.2434,0.0563
0.4871,3.1577,0.1288,0.2309
1.6417,0.0104,0.0176,0.0018
0.658,0.0708,0.3693,0.3458
0.1073,0.2554,1.1713,0.0614
0.2876,1.9819,0.0012,0.0105
0.1062,0.1137,0.1109,0.0811
40.7012,0.0097,1.4623,0.0018
0.1102,0.177,0.017,0.0025
0.308,0.2502,0.2425,0.2262
0.0448,0.3579,0.6189,0.0276
0.0202,0.7239,0.0205,0.0777
3.2211,0.5997,0.1768,0.0297
0.1619,0.1532,0.7757,0.1118
0.7247,0.2921,0.3162,0.0208
0.0148,0.6016,1.4769,0.2473
0.0217,0.6298,0.3672,0.0017
0.0952,0.1773,0.8614,0.0033
0.6567,0.2802,0.161,0.0056
0.3273,0.537,0.2436,0.1164
0.0184,0.2442,1.1633,0.0026
0.6684,0.281,0.6176,0.0038
0.1949,0.6286,0.3425,0.0129
0.0116,0.3262,0.4282,0.0952
0.1801,3.1582,0.0323,0.0175
1.8753,0.1228,0.1037,0.3252
1.6472,1.6672,0.0094,0.0346
1.7174,0.2544,0.3231,0.0144
0.7771,0.6258,0.3234,0.0686
0.0942,0.14,0.3884,0.0012
0.4867,0.1122,0.0119,0.0147
0.1061,0.3282,2.971,0.0006
19.776,0.1675,0.1126,0.0006
0.3132,0.6284,0.0194,0.0286
0.5648,0.008,0.3211,0.0243
0.1427,3.1431,0.1801,0.0498
0.7075,0.1267,0.2453,0.0327
0.8034,0.6271,0.1089,0.0008
3.2698,0.5513,0.81,0.2936
0.4574,0.7302,0.107,0.0022
0.4889,3.1637,0.243,0.0323
0.0118,1.9915,0.3667,0.0321
0.1356,0.0245,0.0118,0.0221
0.6682,0.1555,0.1122,0.0235
0.1393,0.2836,0.1576,0.0313
0.1854,0.1243,0.0256,0.001
0.3331,0.6,0.9409,0.0017
0.4566,0.254,0.8335,0.0147
0.2903,0.1777,0.3069,0.0105
0.1635,0.0607,0.7322,0.0159
0.5903,0.0894,0.3138,0.3873
3.2896,0.2807,0.0053,0.0005
0.0002,0.124,0.0156,0.0217
0.7256,0.0082,0.7837,0.06
0.2047,0.0818,0.1493,0.0853
0.4648,0.2725,0.0218,0.0255
0.2554,0.1468,5.2302,0.063
0.1904,0.5381,0.0234,0.0066
0.171,0.289,0.8202,0.0324
0.486,0.1174,0.2487,0.0233
0.7075,0.1473,0.0202,0.079
0.1899,0.5377,0.3987,0.0273
0.1898,0.1795,0.4055,0.0028
0.0139,0.3152,0.1603,0.0293
0.2045,0.2942,0.3886,0.0002
0.0309,0.1236,0.4114,0.016
0.1058,0.0142,0.0104,0.0149
0.4651,0.7295,0.9369,0.0203
0.1065,0.1469,0.3082,0.033
0.0001,0.1213,0.0218,0.032
0.2572,0.8015,0.3097,0.0095
0.3224,0.0068,0.0222,0.081
1.7124,0.3018,0.81,0
0.5903,0.1216,0.2137,0.0014
0.4719,0.126,0.8265,0.0002
0.0026,0.2544,0.3651,0.0122
0.19,0.2804,0.1755,0.0265
0.319,0.3205,0.3115,0.0027
0.0201,0.5367,0.2551,0.0171
0.565,0.2731,2.9083,0.4085
0.726,0.2758,0.1099,0.0055
40.3811,0.6802,0.0162,0.0027
3.2995,0.1426,2.8822,0.0049
1.659,0.1224,0.1767,0.0155
1.6621,0.01,0.0176,0.0003
0.1058,0.0986,0.2556,0.0152
0.791,0.7202,1.166,0.0324
0.0874,1.6721,0.7957,0.0304
0.7986,1.9959,0.7829,0.0206
0.1787,0.1762,0.8798,0.0052
3.1665,0.297,0.1797,0.0062
0.1803,0.2583,0.1609,0.1573
0.102,3.1647,0.02,0.0036
16.8417,0.5982,0.0261,0.0085
0.1055,0.1235,0.1772,0.3546
0.1648,0.2619,0.1077,0.0108
0.5655,0.2669,2.9836,0.0348
0.6569,0.5521,0.4041,0.0173
0.1162,0.1467,2.9039,0.2125
14.8907,2.0001,0.0151,0.0746
0.5892,0.0213,0.3345,0.3136
0.3327,1.4808,0.0101,0.0244
0.2383,0.2639,0.0059,0.0298
0.4938,0.3589,1.5078,0.3756
0.3197,0.2846,0.1766,0.0633
0.1065,0.3231,0.2483,0.0738
0.1551,1.6865,0.0175,0.0011
0.5903,0.5996,0.0098,0.0128
1.8268,1.6794,0.0037,0.0507
1.6788,0.004,0.1127,0.0182
0.2024,0.1773,0.8008,0.0091
0.466,0.3268,0.3307,0.1785
0.0369,0.6243,0.0449,0.0655
16.5207,0.0316,0.3667,0.0294
0.2949,0.1229,0.0072,0.0102
0.6549,3.6593,0.0181,0.0082
40.4394,0.2683,0.2575,0.2772
8.2445,0.0407,5.2225,0.0581
0.1325,0.179,0.4219,0.0559
0.0796,1.9901,0.0107,0.0024
0.4884,0.2909,0.2561,0.0144
0.0973,0.2805,0.0081,0.0002
7.2779,0.0115,0.7542,0.0077
0.4716,0.0618,0.0718,0.0218
0.2047,1.6744,0.6177,0.0027
0.086,0.1776,0.0166,0.0111
1.883,1.6797,5.241,0.0141
0.1452,0.6902,0.1087,0.0075
3.2015,1.6887,0.0056,0.282
0.3492,0.3601,0.1146,0.0002
0.4901,0.6335,0.9367,0.0114
0.1574,0.1775,0.0247,0.0173
0.6604,0.7112,0.2329,0.0359
17.087,0.1263,1.1562,0.0004
0.8034,0.1327,0.1134,0.1276
0.2027,0.1196,0.0004,0.4523
3.193,0.065,0.7755,0.0362
0.0126,1.5322,0.7932,0.0034
3.1833,0.627,0.1586,0.0012
0.6542,0.0274,0.0014,0.0085
0.165,0.0689,0.0869,0.0024
0.3304,1.6782,0.1557,0.0078
0.471,0.6296,2.8475,0.007
0.7072,0.1274,1.4715,0.1586
1.714,0.0541,0.0175,0.0388
1.8759,0.0799,0.5925,0.02
0.2903,0.1496,0.0724,0.0163
0.4823,0.1214,0.3835,0.0085
1.695,0.1752,0.5933,0.2803
39.2794,1.6743,0.0117,0.0141
0.3036,0.2899,0.0205,0.0091
0.2844,0.3038,0.0739,0.0149
0.1611,0.1173,0.8016,0.0349
0.5905,3.1535,0.2567,0.0104
1.868,0.0405,0.0789,0.0175
0.7254,1.9813,2.8395,0.0761
0.3202,0.0344,0.3137,0.0021
0.7075,0.5515,5.2042,0.0174
0.3128,0.2821,0.0378,0.1715
8.2244,0.2447,5.0545,0.0331
1.7148,0.2353,0.3334,0.015
